"","year","US_State","department_name","total_crime_count","total_crime_per_100k","crime_type","counts","counts_per_100k"
"2838",1999,"Florida","Orlando, Fla.",3922,2136.78240450675,"robbery",1096,597.12226296262
"2839",1999,"Florida","Tampa, Fla.",6603,2254.03750243223,"robbery",2321,792.3097142428
"2840",2000,"Florida","Jacksonville, Fla.",8207,1115.66209046284,"robbery",2022,274.871298515396
"2841",2000,"Florida","Miami",7877,2173.14536375424,"robbery",3077,848.897839821227
"2842",2000,"Florida","Miami-Dade County, Fla.",12604,1046.58829156336,"robbery",3516,291.955286665881
"2843",2000,"Florida","Orlando, Fla.",3926,2111.30889320305,"robbery",1044,561.438228350479
"2844",2000,"Florida","Tampa, Fla.",6381,2102.83838693413,"robbery",2183,719.400752025889
"2845",2001,"Florida","Jacksonville, Fla.",7388,978.959266125068,"robbery",2195,290.852137133801
"2846",2001,"Florida","Miami",7210,1938.88609514794,"robbery",2719,731.183258350522
"2847",2001,"Florida","Miami-Dade County, Fla.",12309,996.277617383745,"robbery",3260,263.860998673411
"2848",2001,"Florida","Orlando, Fla.",3685,1931.65556248657,"robbery",1086,569.274882187357
"2849",2001,"Florida","Tampa, Fla.",6616,2125.21281038193,"robbery",2359,757.765571295493
"2850",2002,"Florida","Jacksonville, Fla.",7043,915.563540213688,"robbery",2016,262.072426106885
"2851",2002,"Florida","Miami",7228,1906.90262871857,"robbery",2706,713.901288504765
"2852",2002,"Florida","Miami-Dade County, Fla.",11901,963.138369503289,"robbery",3198,258.811570932822
"2853",2002,"Florida","Orlando, Fla.",3619,1861.1085398089,"robbery",1034,531.745297088257
"2854",2002,"Florida","Tampa, Fla.",6289,1981.89851318219,"robbery",2334,735.530470626052
"2855",2003,"Florida","Jacksonville, Fla.",6729,866.6734499631,"robbery",2344,301.899623527048
"2856",2003,"Florida","Miami",7157,1875.27348284165,"robbery",2928,767.193063820087
"2857",2003,"Florida","Miami-Dade County, Fla.",11583,917.472613644464,"robbery",3019,239.130606975105
"2858",2003,"Florida","Orlando, Fla.",3322,1684.00348764118,"robbery",849,430.378976823408
"2859",2003,"Florida","Tampa, Fla.",5733,1786.49332518977,"robbery",1769,551.248332855522
"2860",2004,"Florida","Jacksonville, Fla.",6533,825.945798334202,"robbery",2223,281.046611005194
"2861",2004,"Florida","Miami",6461,1677.37145171424,"robbery",2367,614.508315463179
"2862",2004,"Florida","Miami-Dade County, Fla.",9193,823.228420141112,"robbery",2281,204.262376410516
"2863",2004,"Florida","Orlando, Fla.",3562,1748.10074399796,"robbery",962,472.114799473901
"2864",2004,"Florida","Tampa, Fla.",5178,1594.68315758352,"robbery",1413,435.165566177195
"2865",2005,"Florida","Jacksonville, Fla.",6600,829.918303345199,"robbery",2253,283.303929914657
"2866",2005,"Florida","Miami",6134,1579.72675414311,"robbery",2019,519.965490155681
"2867",2005,"Florida","Miami-Dade County, Fla.",9263,815.003167452664,"robbery",2341,205.972407967903
"2868",2005,"Florida","Orlando, Fla.",3801,1807.50392315374,"robbery",1204,572.542679157354
"2869",2005,"Florida","Tampa, Fla.",4707,1430.54690230523,"robbery",1160,352.546081723829
"2870",2006,"Florida","Jacksonville, Fla.",6663,837.247525200359,"robbery",2304,289.511976296207
"2871",2006,"Florida","Miami",5931,1509.41379468308,"robbery",2111,537.240350796826
"2872",2006,"Florida","Miami-Dade County, Fla.",9047,789.952316462914,"robbery",2356,205.717658625691
"2873",2006,"Florida","Orlando, Fla.",4300,1983.22102767746,"robbery",1528,704.735286114224
"2874",2006,"Florida","Tampa, Fla.",3839,1158.11479786538,"robbery",1211,365.323527016142
"2875",2007,"Florida","Jacksonville, Fla.",8146,1021.63416316549,"robbery",3114,390.543675926507
"2876",2007,"Florida","Miami",6119,1491.52228386455,"robbery",2537,618.400397804276
"2877",2007,"Florida","Miami-Dade County, Fla.",8614,795.827770823036,"robbery",2679,247.506686560821
"2878",2007,"Florida","Orlando, Fla.",4269,1902.26230633152,"robbery",1534,683.548929002705
"2879",2007,"Florida","Tampa, Fla.",3575,1060.13878180416,"robbery",1205,357.333491489235
"2880",2008,"Florida","Jacksonville, Fla.",8032,996.427153632394,"robbery",2938,364.479952362048
"2881",2008,"Florida","Miami",5709,1334.68929723664,"robbery",2415,564.595314910927
"2882",2008,"Florida","Miami-Dade County, Fla.",8749,827.409976962273,"robbery",2552,241.34761243659
"2883",2008,"Florida","Orlando, Fla.",3829,1666.17350135765,"robbery",1320,574.392536378194
"2884",2008,"Florida","Tampa, Fla.",2975,883.022519300349,"robbery",1056,313.435892565099
"2885",2009,"Florida","Jacksonville, Fla.",6772,835.98332971222,"robbery",2359,291.211558592901
"2886",2009,"Florida","Miami",4983,1188.67857015064,"robbery",2094,499.516942784557
"2887",2009,"Florida","Miami-Dade County, Fla.",7815,679.043829824578,"robbery",2314,201.06300988024
"2888",2009,"Florida","Orlando, Fla.",2814,1196.89165450919,"robbery",767,326.231662760677
"2889",2009,"Florida","Tampa, Fla.",2597,752.245584865873,"robbery",909,263.300437675425
"2890",2010,"Florida","Jacksonville, Fla.",5469,664.351337266721,"robbery",1693,205.658587308934
"2891",2010,"Florida","Miami",4879,1221.40806144341,"robbery",1856,464.630736224425
"2892",2010,"Florida","Miami-Dade County, Fla.",6927,624.28520830686,"robbery",1782,160.600005948148
"2893",2010,"Florida","Orlando, Fla.",2574,1080.15107007973,"robbery",672,281.997482165338
"2894",2010,"Florida","Tampa, Fla.",2170,646.393155977349,"robbery",684,203.747888796547
"2895",2011,"Florida","Jacksonville, Fla.",5182,621.023478330691,"robbery",1578,189.11135638862
"2896",2011,"Florida","Miami",4849,1197.57669158634,"robbery",2002,494.441851217952
"2897",2011,"Florida","Miami-Dade County, Fla.",6913,614.645145343616,"robbery",1848,164.308437522784
"2898",2011,"Florida","Orlando, Fla.",2591,1072.66464636428,"robbery",697,288.555483796181
"2899",2011,"Florida","Tampa, Fla.",2228,654.747211153037,"robbery",587,172.502968108991
"2900",2012,"Florida","Jacksonville, Fla.",5189,617.253110651155,"robbery",1371,163.086146599101
"2901",2012,"Florida","Miami",4856,1172.02113306639,"robbery",2096,505.880620862266
"2902",2012,"Florida","Miami-Dade County, Fla.",6046,528.367182857343,"robbery",1686,147.341559758101
"2903",2012,"Florida","Orlando, Fla.",2508,1017.39056358083,"robbery",603,244.611846028404
"2904",2012,"Florida","Tampa, Fla.",2162,616.379384076771,"robbery",573,163.360493559662
"2905",2013,"Florida","Jacksonville, Fla.",5246,620.281526937789,"robbery",1424,168.372263507322
"2906",2013,"Florida","Miami",4945,1181.90031405804,"robbery",2216,529.644306562714
"2907",2013,"Florida","Miami-Dade County, Fla.",6057,517.19721292438,"robbery",1861,158.907712275429
"2908",2013,"Florida","Orlando, Fla.",2316,914.554687685103,"robbery",573,226.269359258879
"2909",2013,"Florida","Tampa, Fla.",2097,596.901916803771,"robbery",580,165.094473889455
"2910",2014,"Florida","Jacksonville, Fla.",5853,683.744908127254,"robbery",1419,165.766961324547
"2911",2014,"Florida","Miami",4473,1059.96265367444,"robbery",1790,424.174636726414
"2912",2014,"Florida","Miami-Dade County, Fla.",6571,549.767743835506,"robbery",1835,153.526679339241
"2913",2014,"Florida","Orlando, Fla.",2340,901.126408010013,"robbery",620,238.759988447097
"2914",2014,"Florida","Tampa, Fla.",2080,582.430752343724,"robbery",514,143.927599377247
"2915",1975,"Arizona","Mesa, Ariz.",267,235.915741853396,"robbery",98,86.590796635329
"2916",1975,"Arizona","Phoenix",4649,695.91016187508,"robbery",1938,290.099783547839
"2917",1975,"Arizona","Tucson, Ariz.",1810,531.571218795888,"robbery",707,207.635829662261
"2918",1976,"Arizona","Mesa, Ariz.",311,308.645038357334,"robbery",89,88.3260720701051
"2919",1976,"Arizona","Phoenix",3856,576.378352927108,"robbery",1485,221.971435191067
"2920",1976,"Arizona","Tucson, Ariz.",1464,429.417441270419,"robbery",554,162.498130098232
"2921",1977,"Arizona","Mesa, Ariz.",385,330.756013745704,"robbery",83,71.3058419243986
"2922",1977,"Arizona","Phoenix",4295,629.580768103196,"robbery",1594,233.655819407798
"2923",1977,"Arizona","Tucson, Ariz.",1578,514.845024469821,"robbery",550,179.445350734095
"2924",1978,"Arizona","Mesa, Ariz.",493,394.598877834429,"robbery",121,96.8488118011478
"2925",1978,"Arizona","Phoenix",5401,775.155971255649,"robbery",2031,291.490793856735
"2926",1978,"Arizona","Tucson, Ariz.",1654,534.928848641656,"robbery",584,188.874514877102
"2927",1979,"Arizona","Mesa, Ariz.",755,653.690973003861,"robbery",153,132.469826317339
"2928",1979,"Arizona","Phoenix",5803,807.974202746806,"robbery",2337,325.389576394845
"2929",1979,"Arizona","Tucson, Ariz.",2029,642.133313078759,"robbery",697,220.584977435138
"2930",1980,"Arizona","Mesa, Ariz.",812,542.555892611351,"robbery",193,128.957250337427
"2931",1980,"Arizona","Phoenix",7020,908.286366388747,"robbery",3037,392.943831157069
"2932",1980,"Arizona","Tucson, Ariz.",2584,779.47307137729,"robbery",655,197.583150832866
"2933",1981,"Arizona","Mesa, Ariz.",741,481.353245724011,"robbery",143,92.8927316309495
"2934",1981,"Arizona","Phoenix",6319,794.859764296847,"robbery",2696,339.126748622298
"2935",1981,"Arizona","Tucson, Ariz.",2810,824.083170813965,"robbery",872,255.729724181416
"2936",1982,"Arizona","Mesa, Ariz.",705,447.238539908903,"robbery",129,81.8351370897142
"2937",1982,"Arizona","Phoenix",5431,667.154758775216,"robbery",2402,295.066420655141
"2938",1982,"Arizona","Tucson, Ariz.",2925,837.712829178182,"robbery",910,260.621769077657
"2939",1983,"Arizona","Mesa, Ariz.",798,488.641234462066,"robbery",150,91.8498561018921
"2940",1983,"Arizona","Phoenix",5270,624.840677483801,"robbery",1971,233.692784690811
"2941",1983,"Arizona","Tucson, Ariz.",2776,767.404122862063,"robbery",766,211.754884046232
"2942",1984,"Arizona","Mesa, Ariz.",871,480.453645324816,"robbery",127,70.0546647029296
"2943",1984,"Arizona","Phoenix",6372,732.17899087534,"robbery",2106,241.991361391002
"2944",1984,"Arizona","Tucson, Ariz.",2959,795.118045068333,"robbery",809,217.387799412059
"2945",1985,"Arizona","Mesa, Ariz.",1121,553.716967152383,"robbery",156,77.0560632254878
"2946",1985,"Arizona","Phoenix",7521,844.34844501126,"robbery",2425,272.243714818815
"2947",1985,"Arizona","Tucson, Ariz.",3713,973.332319718565,"robbery",1051,275.510979807221
"2948",1986,"Arizona","Mesa, Ariz.",1208,573.321563155547,"robbery",239,113.430342379284
"2949",1986,"Arizona","Phoenix",9238,996.48888145795,"robbery",2972,320.58507855521
"2950",1986,"Arizona","Tucson, Ariz.",3644,917.830956896704,"robbery",1042,262.453308750375
"2951",1987,"Arizona","Mesa, Ariz.",1293,492.706570945174,"robbery",222,84.594631670401
"2952",1987,"Arizona","Phoenix",8181,876.682558614282,"robbery",2287,245.076764643792
"2953",1987,"Arizona","Tucson, Ariz.",3523,940.605426302777,"robbery",911,243.227801124561
"2954",1988,"Arizona","Mesa, Ariz.",1396,521.592276249617,"robbery",261,97.5183267200215
"2955",1988,"Arizona","Phoenix",8477,890.705955656986,"robbery",2518,264.574448076477
"2956",1988,"Arizona","Tucson, Ariz.",3527,920.469551691921,"robbery",768,200.43113572424
"2957",1989,"Arizona","Mesa, Ariz.",1400,489.71082575739,"robbery",213,74.5060042045172
"2958",1989,"Arizona","Phoenix",8481,900.368173190027,"robbery",2615,277.616174141248
"2959",1989,"Arizona","Tucson, Ariz.",3824.4,972.340517493435,"robbery",823,209.2957624727
"2960",1990,"Arizona","Mesa, Ariz.",1724,598.422026373611,"robbery",275,95.4559496825656
"2961",1990,"Arizona","Phoenix",10665,1084.49943715852,"robbery",3383,344.009526104761
"2962",1990,"Arizona","Tucson, Ariz.",3680,907.767828510817,"robbery",902,222.501788401293
"2963",1991,"Arizona","Mesa, Ariz.",2058,698.209354241164,"robbery",389,131.974460058218
"2964",1991,"Arizona","Phoenix",11010,1105.53823445243,"robbery",3448,346.22123818274
"2965",1991,"Arizona","Tucson, Ariz.",3896,939.324824117695,"robbery",889,214.337722957041
"2966",1992,"Arizona","Mesa, Ariz.",2054,681.938911022576,"robbery",295,97.941567065073
"2967",1992,"Arizona","Phoenix",10907,1090.80908090809,"robbery",3140,314.031403140314
"2968",1992,"Arizona","Tucson, Ariz.",4327,1020.91374965789,"robbery",970,228.862107041403
"2969",1993,"Arizona","Mesa, Ariz.",2335,766.340110602406,"robbery",410,134.560790298495
"2970",1993,"Arizona","Phoenix",11911,1145.98376514982,"robbery",3437,330.681403813275
"2971",1993,"Arizona","Tucson, Ariz.",4363,1023.35203497645,"robbery",894,209.689827932374
"2972",1994,"Arizona","Mesa, Ariz.",2364,749.391357273281,"robbery",407,129.019578007709
"2973",1994,"Arizona","Phoenix",11627,1080.46775974159,"robbery",3451,320.692718574716
"2974",1994,"Arizona","Tucson, Ariz.",4882,1106.02126859416,"robbery",1012,229.26946411661
"2975",1995,"Arizona","Mesa, Ariz.",2638,812.557368767981,"robbery",507,156.16625699976
"2976",1995,"Arizona","Phoenix",11590,1067.5081467727,"robbery",3693,340.147332703329
"2977",1995,"Arizona","Tucson, Ariz.",5427,1206.05092215005,"robbery",1192,264.900073558661
"2978",1996,"Arizona","Mesa, Ariz.",2459,721.499451320059,"robbery",506,148.466336871879
"2979",1996,"Arizona","Phoenix",10529,923.764227364092,"robbery",3757,329.621255789428
"2980",1996,"Arizona","Tucson, Ariz.",5199,1100.58532764588,"robbery",1288,272.65895403114
"2981",1997,"Arizona","Mesa, Ariz.",2554,728.482110259219,"robbery",450,128.354326396495
"2982",1997,"Arizona","Phoenix",10376,884.918015450246,"robbery",3725,317.686932107957
"2983",1997,"Arizona","Tucson, Ariz.",5116,1052.82003897657,"robbery",1446,297.571887482431
"2984",1998,"Arizona","Mesa, Ariz.",2413,661.842956981579,"robbery",501,137.415383940228
"2985",1998,"Arizona","Phoenix",10201,832.264549332132,"robbery",3764,307.091830574076
"2986",1998,"Arizona","Tucson, Ariz.",4834,1033.61935694935,"robbery",1485,317.526840105457
"2987",1999,"Arizona","Mesa, Ariz.",2132,578.503650922431,"robbery",370,100.396975066276
"2988",1999,"Arizona","Phoenix",10199,831.973087110413,"robbery",3819,311.531053993006
"2989",1999,"Arizona","Tucson, Ariz.",4307,913.882440810888,"robbery",1281,271.809474501683
"2990",2000,"Arizona","Mesa, Ariz.",2393,603.721223588773,"robbery",433,109.239987385683
"2991",2000,"Arizona","Phoenix",9754,738.354863006181,"robbery",3763,284.850251126949
"2992",2000,"Arizona","Tucson, Ariz.",4542,933.225669253481,"robbery",1444,296.692616997364
"2993",2001,"Arizona","Mesa, Ariz.",2516,613.619624121397,"robbery",452,110.236911805593
"2994",2001,"Arizona","Phoenix",10532,770.704449625405,"robbery",4629,338.738216608052
"2995",2001,"Arizona","Tucson, Ariz.",4823,957.968939004213,"robbery",1698,337.265448565033
"2996",2002,"Arizona","Mesa, Ariz.",2887,684.858390642087,"robbery",590,139.960668679886
"2997",2002,"Arizona","Phoenix",10223,727.647768086563,"robbery",4075,290.048386476841
"2998",2002,"Arizona","Tucson, Ariz.",4709,909.763585113803,"robbery",1350,260.815638119268
"2999",2003,"Arizona","Mesa, Ariz.",2346,537.372099255788,"robbery",431,98.7243711761486
"3000",2003,"Arizona","Phoenix",9722,692.831100861727,"robbery",3676,261.967406579686
"3001",2003,"Arizona","Tucson, Ariz.",4709,915.047666424416,"robbery",1478,287.203323630343
"3002",2004,"Arizona","Mesa, Ariz.",2500,561.790178109958,"robbery",421,94.6054659937169
"3003",2004,"Arizona","Phoenix",9465,662.36380953314,"robbery",3723,260.536763115888
"3004",2004,"Arizona","Tucson, Ariz.",4873,932.654783755385,"robbery",1552,297.040883313843
"3005",2005,"Arizona","Mesa, Ariz.",2280,504.045629393819,"robbery",460,101.693416456648
"3006",2005,"Arizona","Phoenix",10691,729.116085701659,"robbery",4237,288.95939155532
"3007",2005,"Arizona","Tucson, Ariz.",5048,953.447653872814,"robbery",1685,318.25659603322
"3008",2006,"Arizona","Mesa, Ariz.",2084,453.334203456565,"robbery",508,110.505650362733
"3009",2006,"Arizona","Phoenix",11195,737.754235249693,"robbery",4363,287.523155729737
"3010",2006,"Arizona","Tucson, Ariz.",4580,855.703694846347,"robbery",1675,312.948403682889
"3011",2007,"Arizona","Mesa, Ariz.",2224,489.247122593362,"robbery",620,136.390834535919
"3012",2007,"Arizona","Phoenix",11158,723.747452484209,"robbery",4942,320.555647085227
"3013",2007,"Arizona","Tucson, Ariz.",4103,784.064177458776,"robbery",1432,273.6485259861
"3014",2008,"Arizona","Mesa, Ariz.",2289,501.071535678088,"robbery",656,143.601104152392
"3015",2008,"Arizona","Phoenix",10465,659.903470594096,"robbery",4825,304.255541864932
"3016",2008,"Arizona","Tucson, Ariz.",4252,803.906851169465,"robbery",1451,274.334158289486
"3017",2009,"Arizona","Mesa, Ariz.",2000,424.779061790486,"robbery",611,129.770003376994
"3018",2009,"Arizona","Phoenix",8730,546.514110142939,"robbery",3757,235.195133082133
"3019",2009,"Arizona","Tucson, Ariz.",3560,649.65756111982,"robbery",1246,227.380146391937
"3020",2010,"Arizona","Mesa, Ariz.",1790,407.706797315057,"robbery",511,116.390041021226
"3021",2010,"Arizona","Phoenix",8001,553.460355055782,"robbery",3250,224.815167345493
"3022",2010,"Arizona","Tucson, Ariz.",3331,640.43405701805,"robbery",1088,209.18410508425
"3023",2011,"Arizona","Mesa, Ariz.",1837,412.571644177732,"robbery",497,111.621179725821
"3024",2011,"Arizona","Phoenix",8089,551.737026949786,"robbery",3324,226.724425464345
"3025",2011,"Arizona","Tucson, Ariz.",3440,652.158664136392,"robbery",1163,220.482711160065
"3026",2012,"Arizona","Mesa, Ariz.",1804,399.653515466635,"robbery",469,103.901052524308
"3027",2012,"Arizona","Phoenix",9458,636.684126450934,"robbery",3516,236.686549862707
"3028",2012,"Arizona","Tucson, Ariz.",3850,724.31730742096,"robbery",1260,237.049300610496
"3029",2013,"Arizona","Mesa, Ariz.",1807,396.13727789896,"robbery",478,104.788942355121
"3030",2013,"Arizona","Phoenix",9492,631.898912151272,"robbery",3233,215.226420457761
"3031",2013,"Arizona","Tucson, Ariz.",3368,640.93049101213,"robbery",1002,190.680627076649
"3032",2014,"Arizona","Mesa, Ariz.",2119,458.566692346979,"robbery",469,101.494940401479
"3033",2014,"Arizona","Phoenix",8749,571.885384991489,"robbery",2952,192.959841867056
"3034",2014,"Arizona","Tucson, Ariz.",3443,652.914315189028,"robbery",988,187.359669882881
"3035",1975,"Colorado","Aurora, Colo.",611,523.76217254149,"robbery",171,146.584830613085
"3036",1975,"Colorado","Denver",4960,976.108946353367,"robbery",2568,505.372535128114
"3037",1976,"Colorado","Aurora, Colo.",546,413.636363636364,"robbery",166,125.757575757576
"3038",1976,"Colorado","Denver",4107,784.263552272779,"robbery",2042,389.935761806919
"3039",1977,"Colorado","Aurora, Colo.",585,426.384839650146,"robbery",166,120.991253644315
"3040",1977,"Colorado","Denver",5032,967.320261437908,"robbery",2488,478.277585544022
"3041",1978,"Colorado","Aurora, Colo.",831,631.943969155659,"robbery",232,176.427197164997
"3042",1978,"Colorado","Denver",4877,1004.4341742406,"robbery",2362,486.461660766105
"3043",1979,"Colorado","Aurora, Colo.",1033,769.609011801168,"robbery",351,261.503158898558
"3044",1979,"Colorado","Denver",5118,1052.20525198034,"robbery",2257,464.01470373576
"3045",1980,"Colorado","Aurora, Colo.",1278,807.588041630595,"robbery",351,221.802349461924
"3046",1980,"Colorado","Denver",5520,1128.10074430125,"robbery",2366,483.530137865355
"3047",1981,"Colorado","Aurora, Colo.",1437,882.136279926335,"robbery",359,220.380601596071
"3048",1981,"Colorado","Denver",5085,1009.5395030723,"robbery",2403,477.074420035934
"3049",1982,"Colorado","Aurora, Colo.",1406,839.864283666253,"robbery",353,210.862085443945
"3050",1982,"Colorado","Denver",4935,953.368956684015,"robbery",2386,460.939884629799
"3051",1983,"Colorado","Aurora, Colo.",1706,988.555700420107,"robbery",333,192.959582790091
"3052",1983,"Colorado","Denver",4379,820.449214212376,"robbery",1924,360.480540795755
"3053",1984,"Colorado","Aurora, Colo.",1822,953.133255562124,"robbery",317,165.830538975408
"3054",1984,"Colorado","Denver",4100,782.187492249667,"robbery",1681,320.696871822363
"3055",1985,"Colorado","Aurora, Colo.",2250,1136.17427398464,"robbery",434,219.155393293037
"3056",1985,"Colorado","Denver",4252,828.77235658262,"robbery",1917,373.649249193058
"3057",1986,"Colorado","Aurora, Colo.",2868,1432.64614938883,"robbery",580,289.726208732748
"3058",1986,"Colorado","Denver",4650,896.601590744758,"robbery",2099,404.72402988672
"3059",1987,"Colorado","Aurora, Colo.",2700,1227.57962217827,"robbery",524,238.24137852645
"3060",1987,"Colorado","Denver",3841,753.833442257457,"robbery",1612,316.370608934918
"3061",1988,"Colorado","Aurora, Colo.",2625,1196.42303695466,"robbery",462,210.57045450402
"3062",1988,"Colorado","Denver",3634,725.994146497388,"robbery",1393,278.29109688246
"3063",1989,"Colorado","Aurora, Colo.",2859,1300.8463008463,"robbery",378,171.990171990172
"3064",1989,"Colorado","Denver",3572,722.215819599708,"robbery",1267,256.172296593737
"3065",1990,"Colorado","Aurora, Colo.",3191,1436.72080070958,"robbery",397,178.745897173834
"3066",1990,"Colorado","Denver",4205,899.25365154723,"robbery",1312,280.57569341973
"3067",1991,"Colorado","Aurora, Colo.",3746,1645.36390389599,"robbery",564,247.726973250758
"3068",1991,"Colorado","Denver",5034,1049.91365430018,"robbery",1635,341.002944930631
"3069",1992,"Colorado","Aurora, Colo.",4064,1737.20499788406,"robbery",672,287.254369728861
"3070",1992,"Colorado","Denver",5303,1076.37535723565,"robbery",1804,366.166536762795
"3071",1993,"Colorado","Aurora, Colo.",4457,1807.30708405985,"robbery",740,300.068934755282
"3072",1993,"Colorado","Denver",5252,1053.76784202311,"robbery",1863,373.79464769403
"3073",1994,"Colorado","Aurora, Colo.",3661,1447.9913618871,"robbery",623,246.407707854592
"3074",1994,"Colorado","Denver",4706,920.786170597846,"robbery",1714,335.364958862029
"3075",1995,"Colorado","Aurora, Colo.",1958,761.995197640072,"robbery",549,213.654424670276
"3076",1995,"Colorado","Denver",4357,861.334445667925,"robbery",1413,279.335683206054
"3077",1996,"Colorado","Aurora, Colo.",1629,621.357297610692,"robbery",559,213.222056086174
"3078",1996,"Colorado","Denver",3832,742.313414331763,"robbery",1327,257.058951152988
"3079",1997,"Colorado","Aurora, Colo.",1658,621.050541827267,"robbery",501,187.663643821146
"3080",1997,"Colorado","Denver",3535,672.317813283935,"robbery",1253,238.306710055098
"3081",1998,"Colorado","Aurora, Colo.",1496,569.98075933934,"robbery",477,181.738517516621
"3082",1998,"Colorado","Denver",2916,572.502223452565,"robbery",1064,208.896558900387
"3083",1999,"Colorado","Aurora, Colo.",1454,568.106338253796,"robbery",455,177.777430471442
"3084",1999,"Colorado","Denver",2909,570.81299153886,"robbery",1038,203.679575530195
"3085",2000,"Colorado","Aurora, Colo.",1513,547.408943062957,"robbery",473,171.133132894104
"3086",2000,"Colorado","Denver",2885,520.160970438269,"robbery",1039,187.330068729761
"3087",2001,"Colorado","Aurora, Colo.",1611,567.501303385985,"robbery",472,166.269779762995
"3088",2001,"Colorado","Denver",3074,539.626755235205,"robbery",1250,219.431829552377
"3089",2002,"Colorado","Aurora, Colo.",1827,630.905022376927,"robbery",546,188.546328526438
"3090",2002,"Colorado","Denver",3104,534.154756885589,"robbery",1191,204.95435420449
"3091",2003,"Colorado","Aurora, Colo.",1700,588.581518540318,"robbery",572,198.040369767683
"3092",2003,"Colorado","Denver",3531,623.956317756514,"robbery",1421,251.102216803174
"3093",2004,"Colorado","Aurora, Colo.",1739,592.191517256645,"robbery",554,188.656757078885
"3094",2004,"Colorado","Denver",4490,796.539929890294,"robbery",1442,255.815273697506
"3095",2005,"Colorado","Aurora, Colo.",1835,620.167090250365,"robbery",644,217.649921591954
"3096",2005,"Colorado","Denver",4446,787.527101135059,"robbery",1429,253.121058821862
"3097",2006,"Colorado","Aurora, Colo.",1857,613.164715788083,"robbery",600,198.114609301481
"3098",2006,"Colorado","Denver",4324,760.644894584539,"robbery",1280,225.167776380252
"3099",2007,"Colorado","Aurora, Colo.",1685,547.751941512445,"robbery",584,189.843996346153
"3100",2007,"Colorado","Denver",3528,615.29124308713,"robbery",1039,181.203968698279
"3101",2008,"Colorado","Aurora, Colo.",1621,512.45088090338,"robbery",555,175.453571191472
"3102",2008,"Colorado","Denver",3359,566.55551451303,"robbery",956,161.246523332676
"3103",2009,"Colorado","Aurora, Colo.",1520,469.115532044912,"robbery",553,170.671637645287
"3104",2009,"Colorado","Denver",3473,574.35337699279,"robbery",931,153.96573394192
"3105",2010,"Colorado","Aurora, Colo.",1449,445.739176443807,"robbery",507,155.962568983444
"3106",2010,"Colorado","Denver",3387,564.351387467967,"robbery",943,157.12529034021
"3107",2011,"Colorado","Aurora, Colo.",1460,441.434359315474,"robbery",507,153.292616556812
"3108",2011,"Colorado","Denver",3718,608.897303033678,"robbery",1143,187.189246198896
"3109",2012,"Colorado","Aurora, Colo.",1400,415.489446568057,"robbery",482,143.04708088986
"3110",2012,"Colorado","Denver",3885,618.094169868506,"robbery",1168,185.825994956606
"3111",2013,"Colorado","Aurora, Colo.",1429,416.031023279105,"robbery",469,136.542022335829
"3112",2013,"Colorado","Denver",4093,630.681021478287,"robbery",1133,174.58138219763
"3113",2014,"Colorado","Aurora, Colo.",1430,407.467773003408,"robbery",414,117.966194421966
"3114",2014,"Colorado","Denver",4002,601.485226639092,"robbery",1088,163.522220535565
"3115",1975,"California","Fresno, Calif.",1141,646.458923512748,"robbery",567,321.246458923513
"3116",1975,"California","Long Beach, Calif.",3189,935.854770834434,"robbery",1959,574.894793372423
"3117",1975,"California","Los Angeles",30405,1113.78603732474,"robbery",14590,534.456118551818
"3118",1975,"California","Los Angeles County, Calif.",9792,957.289556627901,"robbery",3055,298.664174376862
"3119",1975,"California","Oakland, Calif.",5900,1746.86452621481,"robbery",3185,943.010765422741
"3120",1975,"California","Sacramento, Calif.",2412,917.131189304699,"robbery",1128,428.907123356426
"3121",1975,"California","San Diego",3859,502.007901518512,"robbery",2199,286.062548701531
"3122",1975,"California","San Francisco",9137,1363.77815954876,"robbery",5687,848.835109264945
"3123",1975,"California","San Jose",2116,385.170569036728,"robbery",887,161.458551387324
"3124",1976,"California","Fresno, Calif.",1267,712.197863968522,"robbery",723,406.408094435076
"3125",1976,"California","Long Beach, Calif.",2950,865.356409504253,"robbery",1703,499.559988266354
"3126",1976,"California","Los Angeles",31960,1166.8066153116,"robbery",14225,519.331167171699
"3127",1976,"California","Los Angeles County, Calif.",10104,983.008469011008,"robbery",2723,264.918058305322
"3128",1976,"California","Oakland, Calif.",5514,1655.35875112579,"robbery",2894,868.808165716001
"3129",1976,"California","Sacramento, Calif.",2799,1073.64787111623,"robbery",1187,455.312619869582
"3130",1976,"California","San Diego",4118,532.454098784588,"robbery",2271,293.638479441427
"3131",1976,"California","San Francisco",10756,1617.44360902256,"robbery",6628,996.691729323308
"3132",1976,"California","San Jose",2523,452.393760086068,"robbery",967,173.39071185225
"3133",1977,"California","Fresno, Calif.",1673,916.064808984334,"robbery",958,524.560721462637
"3134",1977,"California","Long Beach, Calif.",3391,978.186244814834,"robbery",1996,575.776981613214
"3135",1977,"California","Los Angeles",33676,1209.02149176077,"robbery",15246,547.355436019262
"3136",1977,"California","Los Angeles County, Calif.",10589,1017.99688515449,"robbery",2963,284.854544405776
"3137",1977,"California","Oakland, Calif.",5764,1698.97189209583,"robbery",3037,895.173080550839
"3138",1977,"California","Sacramento, Calif.",2915,1099.08754995852,"robbery",1276,481.110021868637
