"","year","US_State","department_name","total_crime_count","total_crime_per_100k","crime_type","counts","counts_per_100k"
"687",2004,"Arizona","Phoenix",9465,662.36380953314,"homicide",202,14.1360263629894
"688",2004,"Arizona","Tucson, Ariz.",4873,932.654783755385,"homicide",55,10.526577694756
"689",2005,"Arizona","Mesa, Ariz.",2280,504.045629393819,"homicide",29,6.41110668965822
"690",2005,"Arizona","Phoenix",10691,729.116085701659,"homicide",220,15.0037918673992
"691",2005,"Arizona","Tucson, Ariz.",5048,953.447653872814,"homicide",55,10.3881974966333
"692",2006,"Arizona","Mesa, Ariz.",2084,453.334203456565,"homicide",26,5.65580100281702
"693",2006,"Arizona","Phoenix",11195,737.754235249693,"homicide",235,15.4865784085465
"694",2006,"Arizona","Tucson, Ariz.",4580,855.703694846347,"homicide",51,9.52857826138945
"695",2007,"Arizona","Mesa, Ariz.",2224,489.247122593362,"homicide",22,4.8396747738552
"696",2007,"Arizona","Phoenix",11158,723.747452484209,"homicide",212,13.7510718701069
"697",2007,"Arizona","Tucson, Ariz.",4103,784.064177458776,"homicide",49,9.36367162941263
"698",2008,"Arizona","Mesa, Ariz.",2289,501.071535678088,"homicide",16,3.5024659549364
"699",2008,"Arizona","Phoenix",10465,659.903470594096,"homicide",167,10.5307099464132
"700",2008,"Arizona","Tucson, Ariz.",4252,803.906851169465,"homicide",65,12.2892627765793
"701",2009,"Arizona","Mesa, Ariz.",2000,424.779061790486,"homicide",14,2.9734534325334
"702",2009,"Arizona","Phoenix",8730,546.514110142939,"homicide",122,7.63742513601816
"703",2009,"Arizona","Tucson, Ariz.",3560,649.65756111982,"homicide",35,6.38708276381845
"704",2010,"Arizona","Mesa, Ariz.",1790,407.706797315057,"homicide",15,3.41653740766808
"705",2010,"Arizona","Phoenix",8001,553.460355055782,"homicide",116,8.02417212679299
"706",2010,"Arizona","Tucson, Ariz.",3331,640.43405701805,"homicide",51,9.80550492582424
"707",2011,"Arizona","Mesa, Ariz.",1837,412.571644177732,"homicide",17,3.81802828036006
"708",2011,"Arizona","Phoenix",8089,551.737026949786,"homicide",116,7.91216406554273
"709",2011,"Arizona","Tucson, Ariz.",3440,652.158664136392,"homicide",51,9.66863135783605
"710",2012,"Arizona","Mesa, Ariz.",1804,399.653515466635,"homicide",14,3.1015239559495
"711",2012,"Arizona","Phoenix",9458,636.684126450934,"homicide",123,8.27999022557252
"712",2012,"Arizona","Tucson, Ariz.",3850,724.31730742096,"homicide",42,7.9016433536832
"713",2013,"Arizona","Mesa, Ariz.",1807,396.13727789896,"homicide",22,4.82292203308086
"714",2013,"Arizona","Phoenix",9492,631.898912151272,"homicide",118,7.85546477389909
"715",2013,"Arizona","Tucson, Ariz.",3368,640.93049101213,"homicide",47,8.94410127006238
"716",2014,"Arizona","Mesa, Ariz.",2119,458.566692346979,"homicide",13,2.81329259108576
"717",2014,"Arizona","Phoenix",8749,571.885384991489,"homicide",114,7.45170121031315
"718",2014,"Arizona","Tucson, Ariz.",3443,652.914315189028,"homicide",35,6.63723526913041
"719",1975,"Colorado","Aurora, Colo.",611,523.76217254149,"homicide",7,6.00054862158826
"720",1975,"Colorado","Denver",4960,976.108946353367,"homicide",74,14.5629157318849
"721",1976,"Colorado","Aurora, Colo.",546,413.636363636364,"homicide",2,1.51515151515152
"722",1976,"Colorado","Denver",4107,784.263552272779,"homicide",86,16.4223680290867
"723",1977,"Colorado","Aurora, Colo.",585,426.384839650146,"homicide",3,2.1865889212828
"724",1977,"Colorado","Denver",5032,967.320261437908,"homicide",73,14.0330642060746
"725",1978,"Colorado","Aurora, Colo.",831,631.943969155659,"homicide",12,9.12554468094814
"726",1978,"Colorado","Denver",4877,1004.4341742406,"homicide",97,19.9774687105471
"727",1979,"Colorado","Aurora, Colo.",1033,769.609011801168,"homicide",9,6.70520920252712
"728",1979,"Colorado","Denver",5118,1052.20525198034,"homicide",66,13.5688836714932
"729",1980,"Colorado","Aurora, Colo.",1278,807.588041630595,"homicide",10,6.31915525532547
"730",1980,"Colorado","Denver",5520,1128.10074430125,"homicide",99,20.2322416097507
"731",1981,"Colorado","Aurora, Colo.",1437,882.136279926335,"homicide",10,6.13873542050338
"732",1981,"Colorado","Denver",5085,1009.5395030723,"homicide",100,19.8532842295437
"733",1982,"Colorado","Aurora, Colo.",1406,839.864283666253,"homicide",10,5.97343018254803
"734",1982,"Colorado","Denver",4935,953.368956684015,"homicide",68,13.1365935267504
"735",1983,"Colorado","Aurora, Colo.",1706,988.555700420107,"homicide",12,6.95349847892221
"736",1983,"Colorado","Denver",4379,820.449214212376,"homicide",78,14.6140759782063
"737",1984,"Colorado","Aurora, Colo.",1822,953.133255562124,"homicide",13,6.80062147217761
"738",1984,"Colorado","Denver",4100,782.187492249667,"homicide",82,15.6437498449933
"739",1985,"Colorado","Aurora, Colo.",2250,1136.17427398464,"homicide",10,5.04966343993173
"740",1985,"Colorado","Denver",4252,828.77235658262,"homicide",72,14.0337746175796
"741",1986,"Colorado","Aurora, Colo.",2868,1432.64614938883,"homicide",11,5.49480740700038
"742",1986,"Colorado","Denver",4650,896.601590744758,"homicide",91,17.5463967221017
"743",1987,"Colorado","Aurora, Colo.",2700,1227.57962217827,"homicide",20,9.09318238650572
"744",1987,"Colorado","Denver",3841,753.833442257457,"homicide",79,15.5045149540065
"745",1988,"Colorado","Aurora, Colo.",2625,1196.42303695466,"homicide",15,6.83670306831234
"746",1988,"Colorado","Denver",3634,725.994146497388,"homicide",69,13.7846989841276
"747",1989,"Colorado","Aurora, Colo.",2859,1300.8463008463,"homicide",7,3.18500318500319
"748",1989,"Colorado","Denver",3572,722.215819599708,"homicide",55,11.1203443667368
"749",1990,"Colorado","Aurora, Colo.",3191,1436.72080070958,"homicide",8,3.60193243675232
"750",1990,"Colorado","Denver",4205,899.25365154723,"homicide",67,14.3281794657941
"751",1991,"Colorado","Aurora, Colo.",3746,1645.36390389599,"homicide",11,4.83155444283393
"752",1991,"Colorado","Denver",5034,1049.91365430018,"homicide",88,18.3536753234835
"753",1992,"Colorado","Aurora, Colo.",4064,1737.20499788406,"homicide",16,6.83938975544907
"754",1992,"Colorado","Denver",5303,1076.37535723565,"homicide",95,19.282605871655
"755",1993,"Colorado","Aurora, Colo.",4457,1807.30708405985,"homicide",19,7.7044726491221
"756",1993,"Colorado","Denver",5252,1053.76784202311,"homicide",74,14.8474524580559
"757",1994,"Colorado","Aurora, Colo.",3661,1447.9913618871,"homicide",15,5.93276985203672
"758",1994,"Colorado","Denver",4706,920.786170597846,"homicide",81,15.8486357455218
"759",1995,"Colorado","Aurora, Colo.",1958,761.995197640072,"homicide",18,7.00506310394346
"760",1995,"Colorado","Denver",4357,861.334445667925,"homicide",81,16.0128735595827
"761",1996,"Colorado","Aurora, Colo.",1629,621.357297610692,"homicide",11,4.19578285679412
"762",1996,"Colorado","Denver",3832,742.313414331763,"homicide",64,12.3977188197372
"763",1997,"Colorado","Aurora, Colo.",1658,621.050541827267,"homicide",17,6.36782823345207
"764",1997,"Colorado","Denver",3535,672.317813283935,"homicide",69,13.1230351107755
"765",1998,"Colorado","Aurora, Colo.",1496,569.98075933934,"homicide",28,10.6680890785438
"766",1998,"Colorado","Denver",2916,572.502223452565,"homicide",51,10.0128989698494
"767",1999,"Colorado","Aurora, Colo.",1454,568.106338253796,"homicide",11,4.2979159015074
"768",1999,"Colorado","Denver",2909,570.81299153886,"homicide",63,12.3620551622373
"769",2000,"Colorado","Aurora, Colo.",1513,547.408943062957,"homicide",22,7.95968059972575
"770",2000,"Colorado","Denver",2885,520.160970438269,"homicide",32,5.7695497587607
"771",2001,"Colorado","Aurora, Colo.",1611,567.501303385985,"homicide",17,5.98853020332821
"772",2001,"Colorado","Denver",3074,539.626755235205,"homicide",45,7.89954586388556
"773",2002,"Colorado","Aurora, Colo.",1827,630.905022376927,"homicide",16,5.52516713630587
"774",2002,"Colorado","Denver",3104,534.154756885589,"homicide",51,8.77638292563306
"775",2003,"Colorado","Aurora, Colo.",1700,588.581518540318,"homicide",18,6.23203960807395
"776",2003,"Colorado","Denver",3531,623.956317756514,"homicide",63,11.132610597185
"777",2004,"Colorado","Aurora, Colo.",1739,592.191517256645,"homicide",13,4.42696361376445
"778",2004,"Colorado","Denver",4490,796.539929890294,"homicide",87,15.4340699110146
"779",2005,"Colorado","Aurora, Colo.",1835,620.167090250365,"homicide",28,9.46304006921538
"780",2005,"Colorado","Denver",4446,787.527101135059,"homicide",59,10.4507644999929
"781",2006,"Colorado","Aurora, Colo.",1857,613.164715788083,"homicide",18,5.94343827904443
"782",2006,"Colorado","Denver",4324,760.644894584539,"homicide",51,8.97152859015067
"783",2007,"Colorado","Aurora, Colo.",1685,547.751941512445,"homicide",14,4.55105470692833
"784",2007,"Colorado","Denver",3528,615.29124308713,"homicide",47,8.19690714997027
"785",2008,"Colorado","Aurora, Colo.",1621,512.45088090338,"homicide",18,5.69038609269639
"786",2008,"Colorado","Denver",3359,566.55551451303,"homicide",40,6.74671645743412
"787",2009,"Colorado","Aurora, Colo.",1520,469.115532044912,"homicide",19,5.8639441505614
"788",2009,"Colorado","Denver",3473,574.35337699279,"homicide",35,5.78818548653833
"789",2010,"Colorado","Aurora, Colo.",1449,445.739176443807,"homicide",24,7.38284350217486
"790",2010,"Colorado","Denver",3387,564.351387467967,"homicide",28,4.66543810129999
"791",2011,"Colorado","Aurora, Colo.",1460,441.434359315474,"homicide",12,3.62822761081212
"792",2011,"Colorado","Denver",3718,608.897303033678,"homicide",37,6.05949440888813
"793",2012,"Colorado","Aurora, Colo.",1400,415.489446568057,"homicide",17,5.04522899404069
"794",2012,"Colorado","Denver",3885,618.094169868506,"homicide",39,6.20480633844832
"795",2013,"Colorado","Aurora, Colo.",1429,416.031023279105,"homicide",20,5.82268751965157
"796",2013,"Colorado","Denver",4093,630.681021478287,"homicide",41,6.31759635490099
"797",2014,"Colorado","Aurora, Colo.",1430,407.467773003408,"homicide",9,2.56448248743404
"798",2014,"Colorado","Denver",4002,601.485226639092,"homicide",31,4.65918091599497
"799",1975,"California","Fresno, Calif.",1141,646.458923512748,"homicide",25,14.1643059490085
"800",1975,"California","Long Beach, Calif.",3189,935.854770834434,"homicide",54,15.8470234007712
"801",1975,"California","Los Angeles",30405,1113.78603732474,"homicide",554,20.2939472020361
"802",1975,"California","Los Angeles County, Calif.",9792,957.289556627901,"homicide",138,13.4912131142412
"803",1975,"California","Oakland, Calif.",5900,1746.86452621481,"homicide",111,32.864739391499
"804",1975,"California","Sacramento, Calif.",2412,917.131189304699,"homicide",42,15.9699460824201
"805",1975,"California","San Diego",3859,502.007901518512,"homicide",64,8.32560396402819
"806",1975,"California","San Francisco",9137,1363.77815954876,"homicide",138,20.5977220113526
"807",1975,"California","San Jose",2116,385.170569036728,"homicide",40,7.28110716515553
"808",1976,"California","Fresno, Calif.",1267,712.197863968522,"homicide",28,15.7391793142215
"809",1976,"California","Long Beach, Calif.",2950,865.356409504253,"homicide",69,20.2405397477266
"810",1976,"California","Los Angeles",31960,1166.8066153116,"homicide",501,18.2906794202475
"811",1976,"California","Los Angeles County, Calif.",10104,983.008469011008,"homicide",155,15.0798013357785
"812",1976,"California","Oakland, Calif.",5514,1655.35875112579,"homicide",98,29.4205944160913
"813",1976,"California","Sacramento, Calif.",2799,1073.64787111623,"homicide",52,19.9462984273111
"814",1976,"California","San Diego",4118,532.454098784588,"homicide",59,7.62865270235324
"815",1976,"California","San Francisco",10756,1617.44360902256,"homicide",130,19.5488721804511
"816",1976,"California","San Jose",2523,452.393760086068,"homicide",37,6.63439124977587
"817",1977,"California","Fresno, Calif.",1673,916.064808984334,"homicide",52,28.4730245470325
"818",1977,"California","Long Beach, Calif.",3391,978.186244814834,"homicide",75,21.634906623743
"819",1977,"California","Los Angeles",33676,1209.02149176077,"homicide",576,20.6793080904562
"820",1977,"California","Los Angeles County, Calif.",10589,1017.99688515449,"homicide",173,16.6317368147821
"821",1977,"California","Oakland, Calif.",5764,1698.97189209583,"homicide",94,27.7070364082249
"822",1977,"California","Sacramento, Calif.",2915,1099.08754995852,"homicide",41,15.4588643390393
"823",1977,"California","San Diego",4414,559.71119206818,"homicide",50,6.34018115165587
"824",1977,"California","San Francisco",9367,1384.37095880288,"homicide",141,20.8387215961574
"825",1977,"California","San Jose",2670,469.819796833731,"homicide",41,7.214461299694
"826",1978,"California","Fresno, Calif.",1997,1025.2908499081,"homicide",42,21.5634530276115
"827",1978,"California","Long Beach, Calif.",3688,1071.61328939951,"homicide",68,19.7585964422904
"828",1978,"California","Los Angeles",36797,1320.05990977659,"homicide",651,23.3540506363172
"829",1978,"California","Los Angeles County, Calif.",10766,1106.85818212474,"homicide",180,18.5058956699288
"830",1978,"California","Oakland, Calif.",5374,1639.63436214745,"homicide",97,29.5951866632495
"831",1978,"California","Sacramento, Calif.",3198,1223.10825540703,"homicide",61,23.3300824202092
"832",1978,"California","San Diego",4520,566.91830983089,"homicide",68,8.52885952842932
"833",1978,"California","San Francisco",10509,1595.63080483017,"homicide",118,17.9164939547016
"834",1978,"California","San Jose",2755,468.839609203892,"homicide",44,7.48781952993511
"835",1979,"California","Fresno, Calif.",1976,1014.11862519182,"homicide",43,22.068370892332
"836",1979,"California","Long Beach, Calif.",3990,1142.74912790198,"homicide",61,17.4706007022609
"837",1979,"California","Los Angeles",43372,1514.69645304273,"homicide",786,27.4497697152907
"838",1979,"California","Los Angeles County, Calif.",11529,1264.33327776949,"homicide",201,22.0427607625699
"839",1979,"California","Oakland, Calif.",6064,1759.28236133757,"homicide",106,30.752627028658
"840",1979,"California","Sacramento, Calif.",3212,1170.98067808968,"homicide",44,16.040831206708
"841",1979,"California","San Diego",5436,655.47519540058,"homicide",96,11.5757208900765
"842",1979,"California","San Francisco",11041,1674.96996249863,"homicide",112,16.9909098632232
"843",1979,"California","San Jose",3236,534.882221777773,"homicide",44,7.27281142095859
"844",1980,"California","Fresno, Calif.",2369,1099.83472302178,"homicide",49,22.7487975635574
"845",1980,"California","Long Beach, Calif.",4634,1298.38108633646,"homicide",82,22.975237177296
"846",1980,"California","Los Angeles",51447,1742.48292385702,"homicide",1010,34.2081706046142
"847",1980,"California","Los Angeles County, Calif.",12593,1234.47350337365,"homicide",201,19.7037381226161
"848",1980,"California","Oakland, Calif.",7536,2224.83991249435,"homicide",132,38.9701258557928
"849",1980,"California","Sacramento, Calif.",3221,1173.20531639391,"homicide",45,16.3906362116505
"850",1980,"California","San Diego",6189,707.45496818796,"homicide",103,11.7737698696655
"851",1980,"California","San Francisco",12710,1885.33709115182,"homicide",110,16.3168434324705
"852",1980,"California","San Jose",3788,603.082919125116,"homicide",62,9.87094534998869
"853",1981,"California","Fresno, Calif.",2158,975.900944697439,"homicide",33,14.9234157437514
"854",1981,"California","Long Beach, Calif.",4579,1249.71002033269,"homicide",74,20.1962309466301
"855",1981,"California","Los Angeles",52818,1742.54146198232,"homicide",879,28.9994688379428
"856",1981,"California","Los Angeles County, Calif.",12059,1151.48100758169,"homicide",183,17.4741706930466
"857",1981,"California","Oakland, Calif.",7036,2023.37405387995,"homicide",118,33.9337888513125
"858",1981,"California","Sacramento, Calif.",3535,1254.19543451574,"homicide",53,18.8040616773223
"859",1981,"California","San Diego",6594,734.209322031067,"homicide",94,10.4664355885533
"860",1981,"California","San Francisco",12011,1735.46291533496,"homicide",126,18.2056720782786
"861",1981,"California","San Jose",4122,639.24518821444,"homicide",68,10.5455295484187
"862",1982,"California","Fresno, Calif.",2182,964.206805125939,"homicide",33,14.5824127264693
"863",1982,"California","Long Beach, Calif.",4498,1199.54983545526,"homicide",68,18.1345906649528
"864",1982,"California","Los Angeles",53957,1739.43795235235,"homicide",849,27.3696243591591
"865",1982,"California","Los Angeles County, Calif.",11870,1107.53233957109,"homicide",158,14.7422164829177
"866",1982,"California","Oakland, Calif.",6609,1857.14928007014,"homicide",94,26.4142884440298
"867",1982,"California","Sacramento, Calif.",2988,1035.89580025377,"homicide",43,14.9074696823669
"868",1982,"California","San Diego",5835,634.851209807717,"homicide",72,7.83363960688185
"869",1982,"California","San Francisco",11615,1639.89281045013,"homicide",111,15.6718124804102
"870",1982,"California","San Jose",3616,547.95932129419,"homicide",37,5.6068846481983
"871",1983,"California","Fresno, Calif.",1913,830.230277148487,"homicide",32,13.8878039042089
"872",1983,"California","Long Beach, Calif.",4679,1225.51715828789,"homicide",60,15.7151163704367
"873",1983,"California","Los Angeles",53435,1691.68338246766,"homicide",820,25.9601454781226
"874",1983,"California","Los Angeles County, Calif.",11493,1059.39155731389,"homicide",156,14.37962959549
"875",1983,"California","Oakland, Calif.",6777,1870.32212483165,"homicide",98,27.0461219172941
"876",1983,"California","Sacramento, Calif.",3080,1048.70699194743,"homicide",52,17.7054427211903
"877",1983,"California","San Diego",5451,582.47136262609,"homicide",77,8.22790220550521
"878",1983,"California","San Francisco",10117,1402.86313313957,"homicide",83,11.5091074479178
"879",1983,"California","San Jose",3460,514.947619706718,"homicide",48,7.14378200749204
"880",1984,"California","Fresno, Calif.",1994,783.03861393526,"homicide",34,13.3517115716143
"881",1984,"California","Long Beach, Calif.",4243,1098.02521084517,"homicide",41,10.6101894048201
"882",1984,"California","Los Angeles",51442,1636.06271245089,"homicide",759,24.1392558366749
"883",1984,"California","Los Angeles County, Calif.",10898,1010.15063275769,"homicide",176,16.3136824523172
"884",1984,"California","Oakland, Calif.",6388,1781.54091575888,"homicide",115,32.0721987026098
"885",1984,"California","Sacramento, Calif.",3252,1083.10463350297,"homicide",45,14.9876102421998
"886",1984,"California","San Diego",5931,622.394229185053,"homicide",103,10.8087347169213
"887",1984,"California","San Francisco",9372,1302.46442612767,"homicide",73,10.145102764332
"888",1984,"California","San Jose",3295,480.466380476879,"homicide",48,6.99920675656759
"889",1985,"California","Fresno, Calif.",2311,839.981826442526,"homicide",46,16.7196728759655
"890",1985,"California","Long Beach, Calif.",4134,1060.73979801297,"homicide",63,16.1651202890221
"891",1985,"California","Los Angeles",52832,1658.0159983229,"homicide",777,24.3844342575881
"892",1985,"California","Los Angeles County, Calif.",10624,988.682820240079,"homicide",164,15.2620465473807
"893",1985,"California","Oakland, Calif.",6703,1851.17165384775,"homicide",95,26.2362087297532
"894",1985,"California","Sacramento, Calif.",3681,1176.24878572524,"homicide",39,12.4622935732911
"895",1985,"California","San Diego",6250,632.409307446038,"homicide",96,9.71380696237114
"896",1985,"California","San Francisco",9502,1295.51056914116,"homicide",85,11.5889705721952
"897",1985,"California","San Jose",3470,491.458257206874,"homicide",55,7.78968419203979
"898",1986,"California","Fresno, Calif.",3426,1216.81808818202,"homicide",53,18.8240976864118
"899",1986,"California","Long Beach, Calif.",4839,1212.83362950301,"homicide",62,15.5395092021465
"900",1986,"California","Los Angeles",66378,2035.60046809795,"homicide",834,25.5761063966026
"901",1986,"California","Los Angeles County, Calif.",11499,1083.77253500418,"homicide",170,16.0223785503706
"902",1986,"California","Oakland, Calif.",6985,1885.00523537603,"homicide",129,34.8125519489632
"903",1986,"California","Sacramento, Calif.",4238,1323.31634692246,"homicide",70,21.857513988809
"904",1986,"California","San Diego",8522,842.614418376548,"homicide",102,10.0852699688345
"905",1986,"California","San Francisco",9506,1266.54799718604,"homicide",114,15.1889829243855
"906",1986,"California","San Jose",4020,556.355181576616,"homicide",39,5.39747564216121
"907",1987,"California","Fresno, Calif.",3373,1155.7108838293,"homicide",33,11.30698463278
"908",1987,"California","Long Beach, Calif.",4660,1146.94423045211,"homicide",62,15.2597730231825
"909",1987,"California","Los Angeles",63833,1910.18054741771,"homicide",811,24.2688957742197
"910",1987,"California","Los Angeles County, Calif.",12325,1124.37452390835,"homicide",164,14.9612512714783
"911",1987,"California","Oakland, Calif.",6485,1771.94022673184,"homicide",114,31.148987794515
"912",1987,"California","Sacramento, Calif.",3836,1156.36907345777,"homicide",78,23.5132397626972
"913",1987,"California","San Diego",9112,875.437502582022,"homicide",96,9.2232221518738
"914",1987,"California","San Francisco",9298,1210.78271151259,"homicide",103,13.4126284454503
"915",1987,"California","San Jose",4378,599.661132562366,"homicide",24,3.28731548229712
"916",1988,"California","Fresno, Calif.",3997,1356.317548652,"homicide",39,13.2340216155686
"917",1988,"California","Long Beach, Calif.",5153,1245.68795673815,"homicide",58,14.0209395479939
"918",1988,"California","Los Angeles",66736,1961.47242105585,"homicide",736,21.6321580840492
"919",1988,"California","Los Angeles County, Calif.",12331,1104.91940477183,"homicide",157,14.0679869069156
"920",1988,"California","Oakland, Calif.",6049,1644.72432038545,"homicide",112,30.4528225959944
"921",1988,"California","Sacramento, Calif.",3582,1052.03490335788,"homicide",68,19.9716285394572
"922",1988,"California","San Diego",9171,854.335395811325,"homicide",144,13.414491003907
"923",1988,"California","San Francisco",9667,1282.21963134362,"homicide",92,12.2027729475135
"924",1988,"California","San Jose",4689,640.554518853259,"homicide",37,5.05449289775444
"925",1989,"California","Fresno, Calif.",4289,1360.6456484084,"homicide",42,13.3241122017144
"926",1989,"California","Long Beach, Calif.",7169,1682.76509594507,"homicide",85,19.9518807581715
"927",1989,"California","Los Angeles",77297,2246.0597265861,"homicide",877,25.4834518832038
"928",1989,"California","Los Angeles County, Calif.",15563,1487.52431337128,"homicide",176,16.8222244524414
"929",1989,"California","Oakland, Calif.",5555,1516.49581632792,"homicide",129,35.2165545105854
"930",1989,"California","Sacramento, Calif.",3658,1053.65640086182,"homicide",44,12.6738331432258
"931",1989,"California","San Diego",10124,921.503787868445,"homicide",121,11.0136268601424
"932",1989,"California","San Francisco",10064,1340.14413473882,"homicide",73,9.72083881517623
"933",1989,"California","San Jose",4535,598.313376360883,"homicide",38,5.01343071702614
"934",1990,"California","Fresno, Calif.",4399,1241.94668578946,"homicide",66,18.6334351584689
"935",1990,"California","Long Beach, Calif.",8403,1956.76624758693,"homicide",106,24.683710846628
"936",1990,"California","Los Angeles",83809,2404.57474297053,"homicide",983,28.2033787819928
"937",1990,"California","Los Angeles County, Calif.",17404,1793.08071129793,"homicide",215,22.1507902165626
"938",1990,"California","Oakland, Calif.",5845,1570.21507513929,"homicide",146,39.221796573197
"939",1990,"California","Sacramento, Calif.",3978,1076.98347163375,"homicide",43,11.6416011262572
"940",1990,"California","San Diego",12047,1084.77878958965,"homicide",135,12.1561497961819
"941",1990,"California","San Francisco",12388,1711.1466257067,"homicide",101,13.9510662896656
"942",1990,"California","San Jose",4698,600.576799173664,"homicide",35,4.47428437017417
"943",1991,"California","Fresno, Calif.",4608,1274.40677028597,"homicide",52,14.3813264007965
"944",1991,"California","Long Beach, Calif.",9209,2100.69848395677,"homicide",94,21.4426818864085
"945",1991,"California","Los Angeles",89875,2525.7734276551,"homicide",1027,28.8619672901451
"946",1991,"California","Los Angeles County, Calif.",17018,1717.53606543148,"homicide",226,22.8089758366151
"947",1991,"California","Oakland, Calif.",9484,2495.82231345149,"homicide",149,39.2110422505559
"948",1991,"California","Sacramento, Calif.",4896,1298.47397482615,"homicide",66,17.5039383861369
"949",1991,"California","San Diego",13830,1219.91988928102,"homicide",167,14.7307752357145
"950",1991,"California","San Francisco",12160,1645.38001377465,"homicide",95,12.8545313576144
"951",1991,"California","San Jose",5258,658.450025170874,"homicide",53,6.6370961076562
"952",1992,"California","Fresno, Calif.",5363,1459.81229040547,"homicide",81,22.0482557379905
"953",1992,"California","Long Beach, Calif.",6925,1554.7647646524,"homicide",104,23.3495358157183
"954",1992,"California","Los Angeles",88919,2459.48184894706,"homicide",1094,30.2598223410979
"955",1992,"California","Los Angeles County, Calif.",18730,2029.7846239209,"homicide",228,24.7085367994642
"956",1992,"California","Oakland, Calif.",10140,2626.35785809379,"homicide",165,42.7365923654315
"957",1992,"California","Sacramento, Calif.",4674,1220.04061581511,"homicide",45,11.7462190226102
"958",1992,"California","San Diego",14792,1284.1916459826,"homicide",146,12.6752285230841
"959",1992,"California","San Francisco",13676,1821.3175120025,"homicide",117,15.5816136958389
"960",1992,"California","San Jose",5427,668.891786694144,"homicide",43,5.29986121758765
"961",1993,"California","Fresno, Calif.",5511,1450.35094229388,"homicide",87,22.8961226600557
"962",1993,"California","Long Beach, Calif.",7116,1605.38195501953,"homicide",126,28.4258187651012
"963",1993,"California","Los Angeles",83701,2374.28293682526,"homicide",1076,30.5220778727133
"964",1993,"California","Los Angeles County, Calif.",16054,1695.00294044051,"homicide",229,24.178128401699
"965",1993,"California","Oakland, Calif.",9809,2601.60143434199,"homicide",154,40.8447977254222
"966",1993,"California","Sacramento, Calif.",4850,1254.09844543508,"homicide",85,21.9790449199963
"967",1993,"California","San Diego",13463,1160.00044804296,"homicide",133,11.4595602458377
"968",1993,"California","San Francisco",13365,1814.96706170888,"homicide",129,17.5182005956188
"969",1993,"California","San Jose",5317,656.802482434209,"homicide",41,5.06467966518762
"970",1994,"California","Fresno, Calif.",6199,1619.9971253479,"homicide",84,21.9518887770969
"971",1994,"California","Long Beach, Calif.",6324,1416.72061884077,"homicide",80,17.9218294603513
"972",1994,"California","Los Angeles",73102,2058.99028864789,"homicide",845,23.80026256337
"973",1994,"California","Los Angeles County, Calif.",15078,1580.8113531569,"homicide",209,21.9120289700088
"974",1994,"California","Oakland, Calif.",8330,2193.86612939333,"homicide",140,36.8716996536694
"975",1994,"California","Sacramento, Calif.",4698,1206.2918209409,"homicide",62,15.9195600039029
"976",1994,"California","San Diego",12599,1077.95702374688,"homicide",113,9.66815967008475
"977",1994,"California","San Francisco",10837,1461.3629498576,"homicide",91,12.271295417278
"978",1994,"California","San Jose",5915,725.55766128785,"homicide",33,4.04791256508859
"979",1995,"California","Fresno, Calif.",5659,1456.64680369117,"homicide",71,18.2756534833138
"980",1995,"California","Long Beach, Calif.",5649,1295.54117339474,"homicide",80,18.3471931087943
"981",1995,"California","Los Angeles",70518,2034.44048847574,"homicide",849,24.4936041112327
"982",1995,"California","Los Angeles County, Calif.",14140,1456.9133837174,"homicide",227,23.3889206579808
"983",1995,"California","Oakland, Calif.",NA,NA,"homicide",NA,NA
"984",1995,"California","Sacramento, Calif.",4280,1138.76731099256,"homicide",57,15.1658263379851
"985",1995,"California","San Diego",11077,956.752242023682,"homicide",91,7.85993084988309
"986",1995,"California","San Francisco",10903,1476.62895752948,"homicide",99,13.4078938636539
"987",1995,"California","San Jose",6649,808.050118795156,"homicide",38,4.61812370495051
"988",1996,"California","Fresno, Calif.",5461,1392.93812763201,"homicide",69,17.599840836222
"989",1996,"California","Long Beach, Calif.",5069,1151.98523713533,"homicide",95,21.5897805341993
"990",1996,"California","Los Angeles",62840,1796.38373432274,"homicide",711,20.325092856516
"991",1996,"California","Los Angeles County, Calif.",12772,1304.03042601526,"homicide",165,16.8466191898308
"992",1996,"California","Oakland, Calif.",8168,2194.84340781147,"homicide",93,24.9902591731717
"993",1996,"California","Sacramento, Calif.",3707,977.370459524946,"homicide",43,11.3371809440444
"994",1996,"California","San Diego",10148,868.564933530989,"homicide",79,6.76159142185141
"995",1996,"California","San Francisco",9886,1326.75369433667,"homicide",82,11.0048354173181
"996",1996,"California","San Jose",6075,731.598050998707,"homicide",40,4.81710650863346
"997",1997,"California","Fresno, Calif.",4782,1205.01054573219,"homicide",60,15.119329306552
"998",1997,"California","Long Beach, Calif.",4207,944.535747321533,"homicide",56,12.5728552056111
"999",1997,"California","Los Angeles",56538,1596.52828939807,"homicide",576,16.265172002782
"1000",1997,"California","Los Angeles County, Calif.",11427,1152.60897939587,"homicide",146,14.7266046199174
"1001",1997,"California","Oakland, Calif.",8229,2184.52014356404,"homicide",99,26.2811391679232
"1002",1997,"California","Sacramento, Calif.",3717,968.167930381511,"homicide",41,10.679280372785
"1003",1997,"California","San Diego",9789,827.715314635823,"homicide",67,5.66522893866586
"1004",1997,"California","San Francisco",8549,1133.46034877539,"homicide",59,7.82245415577821
