"","ORI","year","department_name","total_pop","homs_sum","rape_sum","rob_sum","agg_ass_sum","violent_crime","months_reported","violent_per_100k","homs_per_100k","rape_per_100k","rob_per_100k","agg_ass_per_100k","State","US_State"
"297","NY01401",1989,"Buffalo, N.Y.",314284,37,268,1829,2345,4479,12,1425.14413714984,11.7727914879536,85.2731923992313,581.957719769381,746.140433493274,"NY","NewYork"
"298","NY02900",1989,"Nassau County, N.Y.",1046197,26,52,962,787,1827,12,174.632502291633,2.48519160349341,4.97038320698683,91.9520893292564,75.2248381518968,"NY","NewYork"
"299","NY03030",1989,"New York City",7369454,1905,3254,93377,70951,169487,12,2299.85830700619,25.8499476351979,44.1552386377607,1267.08165896687,962.771461766367,"NY","NewYork"
"300","NY05101",1989,"Suffolk County, N.Y.",1194717,29,127,1286,1402,2844,12,238.048006347947,2.4273530886394,10.6301324916277,107.640554206561,117.349966561119,"NY","NewYork"
"301","NY01401",1990,"Buffalo, N.Y.",328123,37,355,2172,2711,5275,12,1607.62884649964,11.2762592076752,108.191135641208,661.946891866769,826.214559783984,"NY","NewYork"
"302","NY02900",1990,"Nassau County, N.Y.",1009921,21,63,1014,859,1957,12,193.777533094173,2.07937056462832,6.23811169388497,100.403892977768,85.0561578578918,"NY","NewYork"
"303","NY03030",1990,"New York City",7322564,2245,3126,100280,68891,174542,12,2383.6186341287,30.658659999421,42.6899648811536,1369.4656680365,940.80434121163,"NY","NewYork"
"304","NY05101",1990,"Suffolk County, N.Y.",1189974,32,128,1419,1433,3012,12,253.114773936237,2.68913438444874,10.7565375377949,119.246302860399,120.422799153595,"NY","NewYork"
"305","NY01401",1991,"Buffalo, N.Y.",329353,50,319,2705,2968,6042,12,1834.50583416577,15.1812796604251,96.8565642335124,821.307229629,901.160760642836,"NY","NewYork"
"306","NY02900",1991,"Nassau County, N.Y.",1013708,27,85,1181,994,2287,12,225.607374115623,2.66348889423779,8.38505763000785,116.502977188697,98.0558504026801,"NY","NewYork"
"307","NY03030",1991,"New York City",7350023,2154,2892,98512,66832,170390,12,2318.22403821049,29.306030743033,39.3468156494204,1340.29512560709,909.276066210949,"NY","NewYork"
"308","NY05101",1991,"Suffolk County, N.Y.",1194436,44,120,1836,1529,3530.18181818182,11,295.552195193532,3.74463535319371,10.0465826549099,153.712714620122,128.048262565307,"NY","NewYork"
"309","NY01401",1992,"Buffalo, N.Y.",330466,76,346,2998,2947,6367,12,1926.67324323834,22.9978273105251,104.700634861075,907.203766802031,891.771014264705,"NY","NewYork"
"310","NY02900",1992,"Nassau County, N.Y.",1017134,18,73,1381,888,2360,12,232.024492348108,1.76967833146862,7.17702878873383,135.773654208787,87.3041310191184,"NY","NewYork"
"311","NY03030",1992,"New York City",7375097,1995,2815,91239,63529,159578,12,2163.74103282981,27.0504916748892,38.1689895061719,1237.12271174196,861.398839906784,"NY","NewYork"
"312","NY05101",1992,"Suffolk County, N.Y.",1198473,49,75,1773,1575,3472,12,289.70197910174,4.08853599538746,6.25796325824612,147.938251424938,131.417228423168,"NY","NewYork"
"313","NY01401",1993,"Buffalo, N.Y.",324855,76,295,2898,2772,6041,12,1859.59889796986,23.3950531775715,90.8097458866263,892.090317218451,853.303781687214,"NY","NewYork"
"314","NY02900",1993,"Nassau County, N.Y.",1028280,18,71,1129,899,2117,12,205.877776481114,1.75049597385926,6.90473411911153,109.794997471506,87.4275489166375,"NY","NewYork"
"315","NY03030",1993,"New York City",7347257,1946,2818,86001,62778,153543,12,2089.80031595465,26.4860750073123,38.3544498307327,1170.51846695985,854.441324156757,"NY","NewYork"
"316","NY05101",1993,"Suffolk County, N.Y.",1211097,44,65,1697,1332,3138,12,259.103936348616,3.63306985319921,5.36703501040792,140.120898656342,109.982932828667,"NY","NewYork"
"317","NY01401",1994,"Buffalo, N.Y.",324354,90,280,3269,3251,6890,12,2124.22230032619,27.7474611073087,86.3254345560715,1007.84944844213,1002.29995622067,"NY","NewYork"
"318","NY02900",1994,"Nassau County, N.Y.",1026696,13,77,1007,866,1963,12,191.195835963128,1.26619758915979,7.49978572040799,98.0816132526084,84.3482394009522,"NY","NewYork"
"319","NY03030",1994,"New York City",7336224,1561,2666,72540,59755,136522,12,1860.93009155664,21.2779762450002,36.3402208002373,988.792054332038,814.519840179362,"NY","NewYork"
"321","NY01401",1995,"Buffalo, N.Y.",312395,62,261,2836,3174,6333,12,2027.24115302742,19.8466684806095,83.5480721522432,907.825029209815,1016.02138318475,"NY","NewYork"
"322","NY02900",1995,"Nassau County, N.Y.",1025407,17,70,877,903,1867,12,182.07404474516,1.65787828637799,6.82655764979174,85.5270151266765,88.0625936823135,"NY","NewYork"
"323","NY03030",1995,"New York City",7319546,1177,2317,59278,51251,114023,12,1557.78787372878,16.0802322985606,31.6549687644562,809.858972127506,700.193700538257,"NY","NewYork"
"325","NY01401",1996,"Buffalo, N.Y.",313238,56,269,2623,1576,4524,12,1444.26921382463,17.8777798351413,85.8771924223753,837.382437635281,503.131803931835,"NY","NewYork"
"326","NY02900",1996,"Nassau County, N.Y.",1028175,8,71,835,921,1835,12,178.471563692951,0.778077661876626,6.90543924915506,81.2118559583728,89.5761908235466,"NY","NewYork"
"327","NY03030",1996,"New York City",7339594,983,2332,49672,45673,98660,12,1344.21604246774,13.3931113900851,31.7728746303951,676.767679520148,622.282376927116,"NY","NewYork"
"328","NY05101",1996,"Suffolk County, N.Y.",1218234,39,38,946,1045,2068,12,169.753922481231,3.2013554046267,3.11926936861063,77.6533900712014,85.7799076367923,"NY","NewYork"
"329","NY01401",1997,"Buffalo, N.Y.",312411,46,230,2195,1542,4013,12,1284.52583295723,14.7241934502946,73.6209672514732,702.600100508625,493.580571746834,"NY","NewYork"
"330","NY02900",1997,"Nassau County, N.Y.",1025460,12,62,752,788,1614,12,157.392779825639,1.17020654145457,6.04606713084859,73.3329432644862,76.8435628888499,"NY","NewYork"
"331","NY03030",1997,"New York City",7320477,770,2157,44708,45218,92853,12,1268.40095256088,10.5184402601087,29.4652930403306,610.72523006356,617.691989196879,"NY","NewYork"
"332","NY05101",1997,"Suffolk County, N.Y.",1215017,39,40,1071,1344,2496,10,205.429224447065,3.25921365709286,3.3579777073078,88.1962968419372,110.615736240727,"NY","NewYork"
"333","NY01401",1998,"Buffalo, N.Y.",308648,39,197,1736,1513,3485,12,1129.11795961743,12.6357533500946,63.8267541017599,562.453020917032,490.202431248542,"NY","NewYork"
"334","NY02900",1998,"Nassau County, N.Y.",1031258,17,80,904,1073,2074.66666666667,9,201.178237324381,1.68079504191321,7.75751557806097,87.6599260320889,104.080000672318,"NY","NewYork"
"335","NY03030",1998,"New York City",7357745,633,2046,39359,43853,85891,12,1167.3549436682,8.60317937085343,27.8074328479718,534.932917626256,596.011413823121,"NY","NewYork"
"337","NY01401",1999,"Buffalo, N.Y.",301069,32,176,1473,1562,3243,12,1077.16171375997,10.6287927352202,58.4583600437109,489.256615593103,518.817945387934,"NY","NewYork"
"339","NY03030",1999,"New York City",7429263,664,1702,36091,40488,78945,12,1062.62222780375,8.93762947953249,22.9094056839824,485.795158954529,544.98003368571,"NY","NewYork"
"341","NY01401",2000,"Buffalo, N.Y.",292648,39,176,1555,1887,3657,12,1249.62412181187,13.3265903064432,60.140510100872,531.355075038955,644.8019463656,"NY","NewYork"
"343","NY03030",2000,"New York City",8008278,673,1630,32558,40831,75692,12,945.17198329029,8.40380416364167,20.3539387618662,406.554317919533,509.85992244525,"NY","NewYork"
"345","NY01401",2001,"Buffalo, N.Y.",293187,64,229,1600,1816,3709,12,1265.06291206636,21.8290715481928,78.1071466333773,545.72678870482,619.39990517997,"NY","NewYork"
"347","NY03030",2001,"New York City",8023018,629,1530,28202,37812,68173,12,849.717649891849,7.83994252536888,19.0701304671135,351.513607472899,471.293969426468,"NY","NewYork"
"349","NY01401",2002,"Buffalo, N.Y.",295441,43,185,1627,1902,3757,12,1271.65830064209,14.5545134223077,62.6182554215562,550.702170653362,643.783361144865,"NY","NewYork"
"350","NY02900",2002,"Nassau County, N.Y.",1049510,16,92,749,926,1783,12,169.888805251975,1.52452096692742,8.76599555983268,71.36663776429,88.2316509609246,"NY","NewYork"
"351","NY03030",2002,"New York City",8084693,587,1689,27229,34334,63839,12,789.628004427626,7.26063438648815,20.8913313096737,336.796956915989,424.679081815475,"NY","NewYork"
"352","NY05101",2002,"Suffolk County, N.Y.",1282631,17,143,907,1429,2496,12,194.600005769391,1.32540068032037,11.1489586638714,70.7140245323869,111.411621892813,"NY","NewYork"
"353","NY01401",2003,"Buffalo, N.Y.",288187,65,206,1654,1999,3924,12,1361.61589523469,22.5547994878326,71.4813645306693,573.932897736539,693.64683347965,"NY","NewYork"
"354","NY02900",2003,"Nassau County, N.Y.",1053563,13,86,774,917,1790,12,169.89966428206,1.23390817635016,8.16277716662411,73.464994499617,87.0379844394687,"NY","NewYork"
"355","NY03030",2003,"New York City",8098066,597,1609,25989,31253,59448,12,734.101203917083,7.37213058031387,19.8689415472781,320.928478478689,385.931653310803,"NY","NewYork"
"356","NY05101",2003,"Suffolk County, N.Y.",1304366,31,112,958,1300,2401,12,184.074101900847,2.37663355223917,8.58654702744475,73.4456433240364,99.6652779971266,"NY","NewYork"
"357","NY01401",2004,"Buffalo, N.Y.",285567,51,212,1485,2056,3804,12,1332.08669068905,17.85920642091,74.2382698280964,520.018069314732,719.971145125312,"NY","NewYork"
"358","NY02900",2004,"Nassau County, N.Y.",1049729,10,77,724,949,1760,12,167.662320465568,0.95262682082709,7.33522652036859,68.9701818278813,90.4042852964908,"NY","NewYork"
"359","NY03030",2004,"New York City",8101321,570,1428,24373,29317,55688,12,687.394068201964,7.03588957899582,17.6267549452737,300.852169664676,361.879254013018,"NY","NewYork"
"360","NY05101",2004,"Suffolk County, N.Y.",1311623,28,109,845,1286,2268,12,172.915540517359,2.13475975947357,8.31031477795068,64.423999884113,98.0464660958217,"NY","NewYork"
"361","NY01401",2005,"Buffalo, N.Y.",283269,56,184,1667,2031,3938,12,1390.19800966572,19.7691946524328,64.9559252865651,588.486562242956,716.98632748377,"NY","NewYork"
"362","NY02900",2005,"Nassau County, N.Y.",1048386,16,76,833,868,1793,12,171.024794302862,1.52615544274723,7.24923835304935,79.4554677380278,82.7939327690374,"NY","NewYork"
"363","NY03030",2005,"New York City",8115690,539,1412,24722,27950,54623,12,673.054293596724,6.64145624093577,17.3983974252343,304.619816676093,344.394623254461,"NY","NewYork"
"364","NY05101",2005,"Suffolk County, N.Y.",1316259,28,82,1037,1299,2446,12,185.829688533944,2.12724091535177,6.22977696638731,78.7838867578493,98.6887838943551,"NY","NewYork"
"365","NY01401",2006,"Buffalo, N.Y.",280494,74,174,1708,2001,3957,12,1410.72536310937,26.382025996991,62.0334124794113,608.925681119739,713.38424351323,"NY","NewYork"
"366","NY02900",2006,"Nassau County, N.Y.",1044248,14,74,866,859,1813,12,173.617761298082,1.34067769342149,7.08643923665643,82.9304916073576,82.2601527606469,"NY","NewYork"
"367","NY03030",2006,"New York City",8165001,596,1071,23511,26908,52086,12,637.917864308896,7.29944797312333,13.1169610389515,287.948525664602,329.552929632219,"NY","NewYork"
"368","NY05101",2006,"Suffolk County, N.Y.",1315904,37,86,1027,1331,2481,12,188.539589514129,2.81175526482175,6.53543115607218,78.0452069451875,101.147196148047,"NY","NewYork"
"369","NY01401",2007,"Buffalo, N.Y.",273832,54,164,1533,1739,3490,12,1274.50407549154,19.7201203657717,59.8907359256771,559.832305939408,635.060913260685,"NY","NewYork"
"370","NY02900",2007,"Nassau County, N.Y.",1030495,14,71,748,806,1639,12,159.049777048894,1.35857039578067,6.8898927214591,72.58647543171,78.2148384999442,"NY","NewYork"
"371","NY03030",2007,"New York City",8220196,496,875,21787,27295,50453,12,613.768820110859,6.03391938586379,10.6445150456266,265.042342056077,332.048043623291,"NY","NewYork"
"372","NY05101",2007,"Suffolk County, N.Y.",1308750,28,89,874,1214,2205,12,168.481375358166,2.13944603629417,6.80038204393505,66.7812798471824,92.7602674307545,"NY","NewYork"
"373","NY01401",2008,"Buffalo, N.Y.",270289,37,174,1539,1966,3716,12,1374.82472464658,13.6890513487415,64.3755387751629,569.390541235492,727.369593287185,"NY","NewYork"
"374","NY02900",2008,"Nassau County, N.Y.",1069316,14,58,748,782,1602,12,149.81539601016,1.30924815489528,5.42402807028044,69.9512585615478,73.1308612234363,"NY","NewYork"
"375","NY03030",2008,"New York City",8345075,523,890,22186,24831,48430,12,580.342297702537,6.26716955809265,10.6649730529684,265.857406913659,297.552748177817,"NY","NewYork"
"376","NY05101",2008,"Suffolk County, N.Y.",1360739,39,91,890,1146,2166,12,159.178211251386,2.8660896762715,6.68754257796683,65.4056362020931,84.2189427950547,"NY","NewYork"
"377","NY01401",2009,"Buffalo, N.Y.",268655,60,141,1636,2083,3920,12,1459.12043326943,22.3334760194301,52.4836686456608,608.959446129795,775.343842474549,"NY","NewYork"
"378","NY02900",2009,"Nassau County, N.Y.",1056423,18,74,754,794,1640,12,155.2408457597,1.703862941265,7.00476986964502,71.3729254285452,75.1592875202452,"NY","NewYork"
"379","NY03030",2009,"New York City",8400907,471,832,18597,26457,46357,12,551.809465335112,5.60653748458351,9.9036925417696,221.368954566453,314.930280742306,"NY","NewYork"
"380","NY05101",2009,"Suffolk County, N.Y.",1351235,32,62,960,1213,2267,12,167.772445207532,2.36820390235599,4.58839506081474,71.0461170706798,89.7697291736819,"NY","NewYork"
"381","NY01401",2010,"Buffalo, N.Y.",261310,55,157,1466,1921,3599,12,1377.29133978799,21.0477976349929,60.0818950671616,561.019478779993,735.142168305844,"NY","NewYork"
"382","NY02900",2010,"Nassau County, N.Y.",1049589,15,70,672,739,1496,12,142.531981566118,1.42913083121107,6.66927721231835,64.0250612382561,70.4085122843322,"NY","NewYork"
"383","NY03030",2010,"New York City",8175133,536,1036,19608,27309,48489,12,593.127965012924,6.55646825562349,12.6725767030335,239.849308873629,334.049611180638,"NY","NewYork"
"384","NY05101",2010,"Suffolk County, N.Y.",1333471,50,55,814,1112,2031,12,152.309274067453,3.74961285247298,4.12457413772028,61.0436972382602,83.3913898389991,"NY","NewYork"
"385","NY01401",2011,"Buffalo, N.Y.",262484,36,121,1459,1634,3250,12,1238.17070754789,13.7151216836074,46.0980478810137,555.843403788421,622.514134194846,"NY","NewYork"
"386","NY02900",2011,"Nassau County, N.Y.",1054208,7,44,713,695,1459,12,138.397735551238,0.664005585235551,4.17374939290918,67.6337117532783,65.9262688198154,"NY","NewYork"
"387","NY03030",2011,"New York City",8211875,515,1092,19773,29829,51209,12,623.596925184565,6.27140573864069,13.2978156632925,240.785447903189,363.242255879443,"NY","NewYork"
"388","NY05101",2011,"Suffolk County, N.Y.",1339464,32,42,748,1040,1862,12,139.010828211882,2.38901530761558,3.13558259124545,55.8432328155143,77.6429974975065,"NY","NewYork"
"389","NY01401",2012,"Buffalo, N.Y.",262434,48,138,1388,1808,3382,12,1288.70496963046,18.2903129929811,52.5846498548206,528.894884047037,688.935122735621,"NY","NewYork"
"390","NY02900",2012,"Nassau County, N.Y.",1057158,12,56,723,863,1654,12,156.457218315521,1.13511887532422,5.29722141817969,68.3909122382841,81.6339657837334,"NY","NewYork"
"391","NY03030",2012,"New York City",8289415,419,1162,20201,31211,52993,12,639.285160653677,5.0546389582377,14.0178770154468,243.69632838988,376.516316290112,"NY","NewYork"
"392","NY05101",2012,"Suffolk County, N.Y.",1345578,23,42,681,1044,1790,12,133.028334292029,1.70930261939479,3.12133521802526,50.6102210351239,77.5874754194852,"NY","NewYork"
"393","NY01401",2013,"Buffalo, N.Y.",258789,47,145,1322,1735,3249,12,1255.46294471558,18.1615138201392,56.0302022110677,510.840878089872,670.4303505945,"NY","NewYork"
"394","NY02900",2013,"Nassau County, N.Y.",1058467,12,43,706,633,1394,12,131.699901839169,1.13371508039457,4.06247903808054,66.7002372298806,59.8034704908136,"NY","NewYork"
"395","NY03030",2013,"New York City",8396126,335,1112,19170,31767,52384,12,623.906787487467,3.98993535828309,13.2442033385397,228.3195845322,378.353064258445,"NY","NewYork"
"396","NY05101",2013,"Suffolk County, N.Y.",1340833,27,22,620,930,1599,12,119.254224799061,2.01367358947759,1.64077107290766,46.2399120546705,69.3598680820057,"NY","NewYork"
"397","NY01401",2014,"Buffalo, N.Y.",258419,60,173,1277,1663,3173,12,1227.85089331667,23.218107027734,66.9455419299665,494.158711240273,643.528533118695,"NY","NewYork"
"398","NY02900",2014,"Nassau County, N.Y.",1061175,6,103,550,670,1329,12,125.238532758499,0.565410983108347,9.70622187669329,51.8293401182651,63.1375597804321,"NY","NewYork"
"399","NY03030",2014,"New York City",8473938,333,2190,16581,31460,50564,12,596.700141067825,3.9296959689816,25.8439464626718,195.670537122174,371.255961513997,"NY","NewYork"
"400","NY05101",2014,"Suffolk County, N.Y.",1341453,29,111,567,869,1576,12,117.484548470949,2.16183496551873,8.27460969560618,42.2676008775559,64.7805029322682,"NY","NewYork"
"401","FL01602",1975,"Jacksonville, Fla.",542792,91,316,1727,2445,4579,12,843.601232147858,16.7651697151027,58.2175124172796,318.169759318487,450.448790696989,"FL","Florida"
"402","FL01306",1975,"Miami",350742,98,178,2657,3280,6213,12,1771.38751560976,27.9407655769768,50.7495538030803,757.536878959463,935.160317270244,"FL","Florida"
"403","FL01300",1975,"Miami-Dade County, Fla.",619795,102,189,2646,4372,7311.27272727273,11,1179.62757480662,16.5450599868432,30.6259621033054,427.003356681718,705.453196034759,"FL","Florida"
"404","FL04804",1975,"Orlando, Fla.",118457,21,86,304,705,1116,12,942.114016056459,17.7279519150409,72.6001840330246,256.633208674878,595.152671433516,"FL","Florida"
"405","FL02902",1975,"Tampa, Fla.",291103,67,162,1394,1545,3168,12,1088.27459696396,23.0159084585181,55.6504055265662,478.868304345884,530.739978632992,"FL","Florida"
"406","FL01602",1976,"Jacksonville, Fla.",543839,90,279,1558,2516,4443,12,816.969728173228,16.5490154255212,51.3019478191156,286.481844810688,462.636920117903,"FL","Florida"
"407","FL01306",1976,"Miami",338721,84,145,2313,2630,5172,12,1526.92038580425,24.7991709991409,42.8080927961361,682.862887154915,776.450234854054,"FL","Florida"
"408","FL01300",1976,"Miami-Dade County, Fla.",649499,70,216,1939,4562,6787,12,1044.95926860549,10.7775377637225,33.2564022423437,298.537796055113,702.387532544315,"FL","Florida"
"409","FL04804",1976,"Orlando, Fla.",116848,17,98,327,676,1118,12,956.798575927701,14.5488155552513,83.869642612625,279.850746268657,578.529371491168,"FL","Florida"
"410","FL02902",1976,"Tampa, Fla.",274568,42,162,1025,1706,2935,12,1068.95195361441,15.2967570874975,59.0017773374902,373.313714635354,621.339704554063,"FL","Florida"
"411","FL01602",1977,"Jacksonville, Fla.",528698,77,299,1466,2329,4171,12,788.919193944369,14.5640800608287,56.5540251712698,277.284952846427,440.516135865844,"FL","Florida"
"412","FL01306",1977,"Miami",333713,84,178,2447,2637,5346,12,1601.97535007626,25.1713298552948,53.3392465981247,733.264811379838,790.199962243005,"FL","Florida"
"413","FL01300",1977,"Miami-Dade County, Fla.",657954,90,277,2161,4676,7204,12,1094.9093705639,13.6787678165951,42.1002076132982,328.442413907355,710.687981226651,"FL","Florida"
"414","FL04804",1977,"Orlando, Fla.",118374,15,85,274,769,1143,12,965.583658573673,12.6717015560849,71.8063088178147,231.469748424485,649.635899775289,"FL","Florida"
"415","FL02902",1977,"Tampa, Fla.",264848,31,195,1062,1906,3194,12,1205.97474777986,11.7048269195916,73.6271370748505,400.984715761493,719.658068023923,"FL","Florida"
"416","FL01602",1978,"Jacksonville, Fla.",523199,79,278,1347,2664,4368,12,834.863981009138,15.0994172389473,53.1346581319918,257.454620517241,509.175285120958,"FL","Florida"
"417","FL01306",1978,"Miami",330060,96,207,2832,3137,6272,12,1900.2605586863,29.0856207962189,62.7158698418469,858.025813488457,950.433254559777,"FL","Florida"
"418","FL01300",1978,"Miami-Dade County, Fla.",669511,96,334,2431,5576,8437,12,1260.17346989071,14.3388234099216,49.8871564470188,363.100830307493,832.846659726278,"FL","Florida"
"419","FL04804",1978,"Orlando, Fla.",118393,13,107,410,1090,1620,12,1368.32414078535,10.9803789075368,90.3769648543411,346.304257853083,920.66253917039,"FL","Florida"
"420","FL02902",1978,"Tampa, Fla.",263175,41,253,1080,2136,3510,12,1333.71330863494,15.5789873658212,96.1337513061651,410.373325733827,811.627244229125,"FL","Florida"
"421","FL01602",1979,"Jacksonville, Fla.",546419,73,372,1555,2903,4903,12,897.2967631067,13.3597111374238,68.0796238783791,284.580148201289,531.277279889609,"FL","Florida"
"422","FL01306",1979,"Miami",362840,134,261,3390,3040,6825,12,1880.99437768713,36.930878624187,71.9325322456179,934.296108477566,837.834858339764,"FL","Florida"
"423","FL01300",1979,"Miami-Dade County, Fla.",677573,129,428,3232,5719,9508,12,1403.24363574109,19.0385390208878,63.166625588682,476.996574538832,844.041896592692,"FL","Florida"
"424","FL04804",1979,"Orlando, Fla.",121515,17,133,496,1080,1726,12,1420.40077356705,13.990042381599,109.451508044274,408.180060074888,888.779163066288,"FL","Florida"
"425","FL02902",1979,"Tampa, Fla.",277203,37,308,1312,2549,4206,12,1517.29959632472,13.3476188930134,111.109908622923,473.299351017125,919.542717791654,"FL","Florida"
"426","FL01602",1980,"Jacksonville, Fla.",542795,70,414,1631,2733,4848,12,893.15487430798,12.8962131191334,76.2718890188745,300.481765675808,503.505006494164,"FL","Florida"
"427","FL01306",1980,"Miami",335718,220,325,6890,4039,11474,12,3417.74942064471,65.5311898676866,96.8074395772642,2052.317719038,1203.09307216175,"FL","Florida"
"428","FL01300",1980,"Miami-Dade County, Fla.",774491,212,533,5698,5986,12429,12,1604.79592403269,27.3728164691391,68.8193923492978,735.709001137521,772.894714076729,"FL","Florida"
"429","FL04804",1980,"Orlando, Fla.",127811,17,190,742,1401,2350,12,1838.65238516247,13.3008895947923,148.657001353561,580.54471054917,1096.14978366494,"FL","Florida"
"430","FL02902",1980,"Tampa, Fla.",268709,44,348,1877,2820,5089,12,1893.87032068148,16.3745911004097,129.508129612332,698.52517035157,1049.46242961717,"FL","Florida"
"431","FL01602",1981,"Jacksonville, Fla.",575157,89,410,2340,2795,5634,12,979.558624862429,15.4740357850117,71.2848839534249,406.845435246376,485.954269877616,"FL","Florida"
"432","FL01306",1981,"Miami",356734,210,382,6196,4423,11211,12,3142.67773747386,58.8673913896629,107.082588146911,1736.86836690643,1239.85939103085,"FL","Florida"
"433","FL01300",1981,"Miami-Dade County, Fla.",822971,254,570,5526,6405,12755,12,1549.87235273175,30.8637849936389,69.2612497888747,671.469590058459,778.277727890776,"FL","Florida"
"434","FL04804",1981,"Orlando, Fla.",135812,25,154,885,1309,2373,12,1747.26828262598,18.4077990162872,113.392041940329,651.636085176568,963.832356492799,"FL","Florida"
"435","FL02902",1981,"Tampa, Fla.",285530,69,409,2314,2882,5674,12,1987.18173221728,24.1655868034882,143.242391342416,810.422722656113,1009.35103141526,"FL","Florida"
"436","FL01602",1982,"Jacksonville, Fla.",590957,83,422,2152,2986,5643,12,954.891811079317,14.0450151195434,71.4095949451483,364.15509081033,505.282110204296,"FL","Florida"
"437","FL01306",1982,"Miami",365506,190,349,5123,4301,9963,12,2725.81024661702,51.982730789645,95.4840686609796,1401.6185780808,1176.7248690856,"FL","Florida"
"438","FL01300",1982,"Miami-Dade County, Fla.",843210,216,492,5131,6249,12088,12,1433.56933622704,25.6163944924752,58.348454121749,608.507963615232,741.096523997581,"FL","Florida"
"439","FL04804",1982,"Orlando, Fla.",139152,34,160,809,1659,2662,12,1913.01598252271,24.4337127745199,114.982177762447,581.378636311372,1192.22145567437,"FL","Florida"
"440","FL02902",1982,"Tampa, Fla.",292551,59,411,1842,3424,5736,12,1960.68377821303,20.167423799611,140.488325112544,629.633807438703,1170.39422186217,"FL","Florida"
"441","FL01602",1983,"Jacksonville, Fla.",605934,82,411,2288,2889,5670,12,935.745477230193,13.5328270075619,67.8291695135114,377.598880406117,476.784600303003,"FL","Florida"
"442","FL01306",1983,"Miami",374769,144,365,4719,4556,9784,12,2610.67484236957,38.4236689800917,97.3933276231492,1259.17565220176,1215.68219356457,"FL","Florida"
"443","FL01300",1983,"Miami-Dade County, Fla.",864762,179,457,4800,6359,11795,12,1363.95910088556,20.6993369273858,52.8469104794152,555.066018164536,735.346835314225,"FL","Florida"
"444","FL04804",1983,"Orlando, Fla.",142678,14,141,768,1292,2215,12,1552.44676824738,9.81230463000603,98.8239252022036,538.274996846045,905.535541569128,"FL","Florida"
"445","FL02902",1983,"Tampa, Fla.",299965,58,288,1529,3178,5053,12,1684.52986181721,19.3355891520677,96.0112013068191,509.726134715717,1059.45693664261,"FL","Florida"
"446","FL01602",1984,"Jacksonville, Fla.",582421,103,587,2134,3404,6228,12,1069.32957431137,17.6848018872946,100.786201047009,366.401623567832,584.456947809231,"FL","Florida"
"447","FL01306",1984,"Miami",400646,170,273,5705,4780,10928,12,2727.5949341813,42.4314731708291,68.1399539743315,1423.95032023282,1193.07318680331,"FL","Florida"
"448","FL01300",1984,"Miami-Dade County, Fla.",883352,171,439,4559,7883,13052,12,1477.55368188446,19.3580814895987,49.697063005461,516.102301234389,892.39623615501,"FL","Florida"
"449","FL04804",1984,"Orlando, Fla.",140541,18,146,802,1421,2387,12,1698.43675511061,12.8076504365274,103.884275762945,570.651980560833,1011.0928483503,"FL","Florida"
"450","FL02902",1984,"Tampa, Fla.",289355,52,277,1843,3680,5852,12,2022.42919597035,17.9710044754713,95.730158455876,636.933870159493,1271.79416287951,"FL","Florida"
"451","FL01602",1985,"Jacksonville, Fla.",601007,90,705,2693,3813,7301,12,1214.79450322542,14.9748671812475,117.303126253105,448.081303545549,634.435206245518,"FL","Florida"
"452","FL01306",1985,"Miami",385892,131,284,5768,5003,11186,12,2898.73850714708,33.9473220486561,73.5957210825827,1494.71872959274,1296.4767344231,"FL","Florida"
"453","FL01300",1985,"Miami-Dade County, Fla.",859660,177,548,4604,7735,13064,12,1519.67056743364,20.5895353977154,63.7461321917968,535.560570458088,899.774329386036,"FL","Florida"
"454","FL04804",1985,"Orlando, Fla.",142025,24,154,902,1851,2931,12,2063.72117584932,16.8984333744059,108.431614152438,635.099454321422,1303.29167400106,"FL","Florida"
"455","FL02902",1985,"Tampa, Fla.",285280,70,288,2657,3840,6855,12,2402.90241166573,24.5372966909703,100.953449242849,931.365675827258,1346.04598990466,"FL","Florida"
"456","FL01602",1986,"Jacksonville, Fla.",616668,119,618,2985,4281,8003,12,1297.78097777086,19.2972555735015,100.215999532974,484.053007452957,694.214715211427,"FL","Florida"
"457","FL01306",1986,"Miami",396374,148,221,5767,5540,11676,12,2945.70279584433,37.3384732601028,55.7554229086671,1454.93902223657,1397.66987743898,"FL","Florida"
"458","FL01300",1986,"Miami-Dade County, Fla.",901784,162,589,5798,8385,14934,12,1656.05067288841,17.9643905857722,65.3149756482705,642.947756890785,929.82354976358,"FL","Florida"
"459","FL04804",1986,"Orlando, Fla.",145882,14,172,1229,2001,3416,12,2341.61856843202,9.59679741160664,117.903511056882,842.461715633183,1371.65654433035,"FL","Florida"
"460","FL02902",1986,"Tampa, Fla.",293030,79,375,3512,4181,8147,12,2780.26140668191,26.9596969593557,127.973245060233,1198.51209773743,1426.81636692489,"FL","Florida"
"461","FL01602",1987,"Jacksonville, Fla.",629887,147,609,3876,4945,9577,12,1520.43144246508,23.3375192693293,96.6840084015069,615.348467264763,785.061447529478,"FL","Florida"
"462","FL01306",1987,"Miami",385089,128,202,5594,5385,11309,12,2936.72371841315,33.2390694099286,52.4554064125436,1452.65120530579,1398.37803728489,"FL","Florida"
"463","FL01300",1987,"Miami-Dade County, Fla.",926139,173,565,5850,8991,15579,12,1682.1449048145,18.6797014271076,61.0059613081838,631.654643633407,970.804598445806,"FL","Florida"
