"","ORI","year","department_name","total_pop","homs_sum","rape_sum","rob_sum","agg_ass_sum","violent_crime","months_reported","violent_per_100k","homs_per_100k","rape_per_100k","rob_per_100k","agg_ass_per_100k","State","US_State"
"589","FL01602",2013,"Jacksonville, Fla.",845745,93,452,1424,3277,5246,12,620.281526937789,10.9962222655765,53.4440049896836,168.372263507322,387.469036175206,"FL","Florida"
"590","FL01306",2013,"Miami",418394,71,96,2216,2562,4945,12,1181.90031405804,16.9696506164046,22.944879706688,529.644306562714,612.341477172235,"FL","Florida"
"591","FL01300",2013,"Miami-Dade County, Fla.",1171120,87,448,1861,3661,6057,12,517.19721292438,7.42878611927044,38.2539790969329,158.907712275429,312.606735432748,"FL","Florida"
"592","FL04804",2013,"Orlando, Fla.",253238,17,126,573,1600,2316,12,914.554687685103,6.71305254345714,49.7555659103294,226.269359258879,631.816709972437,"FL","Florida"
"593","FL02902",2013,"Tampa, Fla.",351314,28,78,580,1411,2097,12,596.901916803771,7.97007804983576,22.2023602816853,165.094473889455,401.635004582795,"FL","Florida"
"594","FL01602",2014,"Jacksonville, Fla.",856021,96,479,1419,3859,5853,12,683.744908127254,11.2146781445782,55.9565711588851,165.766961324547,450.806697499244,"FL","Florida"
"595","FL01306",2014,"Miami",421996,81,110,1790,2492,4473,12,1059.96265367444,19.1944947345472,26.0665977876568,424.174636726414,590.526924425824,"FL","Florida"
"596","FL01300",2014,"Miami-Dade County, Fla.",1195232,84,421,1835,4231,6571,12,549.767743835506,7.02792428582903,35.2232871944526,153.526679339241,353.989853015983,"FL","Florida"
"597","FL04804",2014,"Orlando, Fla.",259675,15,167,620,1538,2340,12,901.126408010013,5.77645133339752,64.3111581784923,238.759988447097,592.278810051025,"FL","Florida"
"598","FL02902",2014,"Tampa, Fla.",357124,28,62,514,1476,2080,12,582.430752343724,7.84041397385782,17.3609166563995,143.927599377247,413.301822336219,"FL","Florida"
"599","AZ00717",1975,"Mesa, Ariz.",113176,2,22,98,145,267,12,235.915741853396,1.76715911500672,19.4387502650739,86.590796635329,128.119035837987,"AZ","Arizona"
"600","AZ00723",1975,"Phoenix",668046,75,311,1938,2325,4649,12,695.91016187508,11.2267718091269,46.5536804351796,290.099783547839,348.029926082934,"AZ","Arizona"
"601","AZ01003",1975,"Tucson, Ariz.",340500,23,137,707,943,1810,12,531.571218795888,6.75477239353891,40.2349486049927,207.635829662261,276.945668135095,"AZ","Arizona"
"602","AZ00717",1976,"Mesa, Ariz.",100763,5,15,89,202,311,12,308.645038357334,4.96213888034298,14.8864166410289,88.3260720701051,200.470410765857,"AZ","Arizona"
"603","AZ00723",1976,"Phoenix",669005,53,240,1485,2078,3856,12,576.378352927108,7.92221283846907,35.8741713440109,221.971435191067,310.610533553561,"AZ","Arizona"
"604","AZ01003",1976,"Tucson, Ariz.",340927,24,136,554,750,1464,12,429.417441270419,7.03963018476096,39.8912377136454,162.498130098232,219.98844327378,"AZ","Arizona"
"605","AZ00717",1977,"Mesa, Ariz.",116400,4,34,83,264,385,12,330.756013745704,3.43642611683849,29.2096219931271,71.3058419243986,226.80412371134,"AZ","Arizona"
"606","AZ00723",1977,"Phoenix",682200,70,316,1594,2315,4295,12,629.580768103196,10.260920551158,46.3207270595133,233.655819407798,339.343301084726,"AZ","Arizona"
"607","AZ01003",1977,"Tucson, Ariz.",306500,35,116,550,877,1578,12,514.845024469821,11.4192495921697,37.8466557911909,179.445350734095,286.133768352365,"AZ","Arizona"
"608","AZ00717",1978,"Mesa, Ariz.",124937,4,40,121,328,493,12,394.598877834429,3.20161361326108,32.0161361326108,96.8488118011478,262.532316287409,"AZ","Arizona"
"609","AZ00723",1978,"Phoenix",696763,88,463,2031,2819,5401,12,775.155971255649,12.6298325255503,66.450141583293,291.490793856735,404.585203290071,"AZ","Arizona"
"610","AZ01003",1978,"Tucson, Ariz.",309200,26,155,584,889,1654,12,534.928848641656,8.40879689521345,50.1293661060802,188.874514877102,287.51617076326,"AZ","Arizona"
"611","AZ00717",1979,"Mesa, Ariz.",115498,2,53,153,547,755,12,653.690973003861,1.73163171656652,45.8882404890128,132.469826317339,473.601274480943,"AZ","Arizona"
"612","AZ00723",1979,"Phoenix",718216,91,477,2337,2898,5803,12,807.974202746806,12.6702830346303,66.4145605221827,325.389576394845,403.499782795148,"AZ","Arizona"
"613","AZ01003",1979,"Tucson, Ariz.",315978,14,184,697,1134,2029,12,642.133313078759,4.43068821247049,58.2319022210407,220.584977435138,358.88574521011,"AZ","Arizona"
"614","AZ00717",1980,"Mesa, Ariz.",149662,10,62,193,547,812,12,542.555892611351,6.68172281541073,41.4266814555465,128.957250337427,365.490238002967,"AZ","Arizona"
"615","AZ00723",1980,"Phoenix",772884,103,485,3037,3395,7020,12,908.286366388747,13.3267087945927,62.7519783046356,392.943831157069,439.263848132449,"AZ","Arizona"
"616","AZ01003",1980,"Tucson, Ariz.",331506,38,174,655,1717,2584,12,779.47307137729,11.4628392849602,52.4877377785017,197.583150832866,517.939343480963,"AZ","Arizona"
"617","AZ00717",1981,"Mesa, Ariz.",153941,1,51,143,546,741,12,481.353245724011,0.649599521894752,33.1295756166323,92.8927316309495,354.681338954535,"AZ","Arizona"
"618","AZ00723",1981,"Phoenix",794983,96,408,2696,3119,6319,12,794.859764296847,12.0757299212688,51.3218521653922,339.126748622298,392.335433587888,"AZ","Arizona"
"619","AZ01003",1981,"Tucson, Ariz.",340985,28,163,872,1747,2810,12,824.083170813965,8.21150490490784,47.8026892678564,255.729724181416,512.339252459786,"AZ","Arizona"
"620","AZ00717",1982,"Mesa, Ariz.",157634,3,40,129,533,705,12,447.238539908903,1.90314272301661,25.3752363068881,81.8351370897142,338.125023789284,"AZ","Arizona"
"621","AZ00723",1982,"Phoenix",814054,95,431,2402,2503,5431,12,667.154758775216,11.6699874946871,52.9448906337909,295.066420655141,307.473459991598,"AZ","Arizona"
"622","AZ01003",1982,"Tucson, Ariz.",349165,31,236,910,1748,2925,12,837.712829178182,8.87832400154655,67.5898214311286,260.621769077657,500.62291466785,"AZ","Arizona"
"623","AZ00717",1983,"Mesa, Ariz.",163310,8,36,150,604,798,12,488.641234462066,4.89865899210091,22.0439654644541,91.8498561018921,369.848753903619,"AZ","Arizona"
"624","AZ00723",1983,"Phoenix",843415,83,499,1971,2717,5270,12,624.840677483801,9.84094425638624,59.1642311317679,233.692784690811,322.142717404836,"AZ","Arizona"
"625","AZ01003",1983,"Tucson, Ariz.",361739,26,253,766,1731,2776,12,767.404122862063,7.18750259164757,69.9399290648783,211.754884046232,478.521807159305,"AZ","Arizona"
"626","AZ00717",1984,"Mesa, Ariz.",181287,6,56,127,682,871,12,480.453645324816,3.3096691985636,30.8902458532603,70.0546647029296,376.199065570063,"AZ","Arizona"
"627","AZ00723",1984,"Phoenix",870279,101,525,2106,3640,6372,12,732.17899087534,11.6054736469569,60.3254818282413,241.991361391002,418.25667400914,"AZ","Arizona"
"628","AZ01003",1984,"Tucson, Ariz.",372146,25,282,809,1843,2959,12,795.118045068333,6.71779355414273,75.77671129073,217.387799412059,495.235740811402,"AZ","Arizona"
"629","AZ00717",1985,"Mesa, Ariz.",202450,8,70,156,887,1121,12,553.716967152383,3.95159298592245,34.5764386268214,77.0560632254878,438.132872314152,"AZ","Arizona"
"630","AZ00723",1985,"Phoenix",890746,89,635,2425,4372,7521,12,844.34844501126,9.99162499747403,71.288560375236,272.243714818815,490.824544819735,"AZ","Arizona"
"631","AZ01003",1985,"Tucson, Ariz.",381473,32,297,1051,2333,3713,12,973.332319718565,8.38853601696581,77.856099907464,275.510979807221,611.576703986914,"AZ","Arizona"
"632","AZ00717",1986,"Mesa, Ariz.",210702,11,117,239,841,1208,12,573.321563155547,5.22064337310514,55.5286613321183,113.430342379284,399.141916071039,"AZ","Arizona"
"633","AZ00723",1986,"Phoenix",927055,122,567,2972,5577,9238,12,996.48888145795,13.1599527536122,61.1614197647389,320.58507855521,601.582430384389,"AZ","Arizona"
"634","AZ01003",1986,"Tucson, Ariz.",397023,41,251,1042,2310,3644,12,917.830956896704,10.3268576379706,63.2205187105029,262.453308750375,581.830271797856,"AZ","Arizona"
"635","AZ00717",1987,"Mesa, Ariz.",262428,9,96,222,966,1293,12,492.706570945174,3.42951209474599,36.5814623439572,84.594631670401,368.100964836069,"AZ","Arizona"
"636","AZ00723",1987,"Phoenix",933177,111,503,2287,5280,8181,12,876.682558614282,11.8948495301534,53.9018857087134,245.076764643792,565.809058731623,"AZ","Arizona"
"637","AZ01003",1987,"Tucson, Ariz.",374546,23,281,911,2308,3523,12,940.605426302777,6.14076775616346,75.024162586171,243.227801124561,616.212694835881,"AZ","Arizona"
"638","AZ00717",1988,"Mesa, Ariz.",267642,11,119,261,1005,1396,12,521.592276249617,4.10996779279784,44.4623788493585,97.5183267200215,375.501602887439,"AZ","Arizona"
"639","AZ00723",1988,"Phoenix",951717,106,445,2518,5408,8477,12,890.705955656986,11.1377646926555,46.7575970587895,264.574448076477,568.236145829065,"AZ","Arizona"
"640","AZ01003",1988,"Tucson, Ariz.",383174,31,281,768,2447,3527,12,920.469551691921,8.09031928053574,73.3348296074368,200.43113572424,638.613267079708,"AZ","Arizona"
"641","AZ00717",1989,"Mesa, Ariz.",285883,10,85,213,1092,1400,12,489.71082575739,3.49793446969564,29.732442992413,74.5060042045172,381.974444090764,"AZ","Arizona"
"642","AZ00723",1989,"Phoenix",941948,126,399,2615,5341,8481,12,900.368173190027,13.3765345857733,42.3590261882822,277.616174141248,567.016438274724,"AZ","Arizona"
"643","AZ01003",1989,"Tucson, Ariz.",393319,48,282,823,2671,3824.4,10,972.340517493435,12.2038345465132,71.6975279607647,209.2957624727,679.143392513457,"AZ","Arizona"
"644","AZ00717",1990,"Mesa, Ariz.",288091,9,95,275,1345,1724,12,598.422026373611,3.12401289870215,32.9756917085227,95.4559496825656,466.866372083821,"AZ","Arizona"
"645","AZ00723",1990,"Phoenix",983403,128,512,3383,6642,10665,12,1084.49943715852,13.016027000121,52.064108000484,344.009526104761,675.409776053154,"AZ","Arizona"
"646","AZ01003",1990,"Tucson, Ariz.",405390,30,290,902,2458,3680,12,907.767828510817,7.40028121068601,71.5360517032981,222.501788401293,606.32970719554,"AZ","Arizona"
"647","AZ00717",1991,"Mesa, Ariz.",294754,15,156,389,1498,2058,12,698.209354241164,5.08898946239915,52.9254904089512,131.974460058218,508.220414311595,"AZ","Arizona"
"648","AZ00723",1991,"Phoenix",995895,128,480,3448,6954,11010,12,1105.53823445243,12.8527605821899,48.1978521832121,346.22123818274,698.266383504285,"AZ","Arizona"
"649","AZ01003",1991,"Tucson, Ariz.",414766,24,332,889,2651,3896,12,939.324824117695,5.78639522043755,80.0451338827194,214.337722957041,639.155572057497,"AZ","Arizona"
"650","AZ00717",1992,"Mesa, Ariz.",301200,9,119,295,1631,2054,12,681.938911022576,2.98804780876494,39.5086321381142,97.941567065073,541.500664010624,"AZ","Arizona"
"651","AZ00723",1992,"Phoenix",999900,136,476,3140,7155,10907,12,1090.80908090809,13.6013601360136,47.6047604760476,314.031403140314,715.571557155716,"AZ","Arizona"
"652","AZ01003",1992,"Tucson, Ariz.",423836,42,386,970,2929,4327,12,1020.91374965789,9.9094932945762,91.0729621834861,228.862107041403,691.069187138422,"AZ","Arizona"
"653","AZ00717",1993,"Mesa, Ariz.",304695,6,111,410,1808,2335,12,766.340110602406,1.96918229705115,36.4298724954463,134.560790298495,593.380265511413,"AZ","Arizona"
"654","AZ00723",1993,"Phoenix",1039369,158,444,3437,7872,11911,12,1145.98376514982,15.2015309288616,42.7182261545226,330.681403813275,757.382604253157,"AZ","Arizona"
"655","AZ01003",1993,"Tucson, Ariz.",426344,44,314,894,3111,4363,12,1023.35203497645,10.3203047304524,73.6494473945922,209.689827932374,729.692454919032,"AZ","Arizona"
"656","AZ00717",1994,"Mesa, Ariz.",315456,17,120,407,1820,2364,12,749.391357273281,5.38902414282816,38.0401704199635,129.019578007709,576.94258470278,"AZ","Arizona"
"657","AZ00723",1994,"Phoenix",1076108,231,438,3451,7507,11627,12,1080.46775974159,21.4662468822832,40.7022343482253,320.692718574716,697.606559936363,"AZ","Arizona"
"658","AZ01003",1994,"Tucson, Ariz.",441402,37,289,1012,3544,4882,12,1106.02126859416,8.38238159319623,65.4731967684786,229.26946411661,802.896226115876,"AZ","Arizona"
"659","AZ00717",1995,"Mesa, Ariz.",324654,17,128,507,1986,2638,12,812.557368767981,5.23634392306887,39.4265895384009,156.16625699976,611.728178306751,"AZ","Arizona"
"660","AZ00723",1995,"Phoenix",1085706,214,411,3693,7272,11590,12,1067.5081467727,19.7106767393751,37.8555520555288,340.147332703329,669.794585274467,"AZ","Arizona"
"661","AZ01003",1995,"Tucson, Ariz.",449981,65,292,1192,3878,5427,12,1206.05092215005,14.4450543467391,64.8916287576587,264.900073558661,861.814165486987,"AZ","Arizona"
"662","AZ00717",1996,"Mesa, Ariz.",340818,18,110,506,1825,2459,12,721.499451320059,5.28141119307079,32.2752906243215,148.466336871879,535.476412630788,"AZ","Arizona"
"663","AZ00723",1996,"Phoenix",1139793,186,460,3757,6126,10529,12,923.764227364092,16.3187526156065,40.3582053934355,329.621255789428,537.466013565621,"AZ","Arizona"
"664","AZ01003",1996,"Tucson, Ariz.",472385,46,282,1288,3583,5199,12,1100.58532764588,9.73781978682642,59.6970691279359,272.65895403114,758.49148469998,"AZ","Arizona"
"665","AZ00717",1997,"Mesa, Ariz.",350592,13,126,450,1965,2554,12,728.482110259219,3.70801387367652,35.9392113910186,128.354326396495,560.480558598029,"AZ","Arizona"
"666","AZ00723",1997,"Phoenix",1172538,175,428,3725,6048,10376,12,884.918015450246,14.9248894278906,36.5020152864982,317.686932107957,515.804178627899,"AZ","Arizona"
"667","AZ01003",1997,"Tucson, Ariz.",485933,50,291,1446,3329,5116,12,1052.82003897657,10.2894843527811,59.8847989331863,297.571887482431,685.073868208169,"AZ","Arizona"
"668","AZ00717",1998,"Mesa, Ariz.",364588,11,120,501,1781,2413,12,661.842956981579,3.01710423820861,32.9138644168212,137.415383940228,488.496604386321,"AZ","Arizona"
"669","AZ00723",1998,"Phoenix",1225692,185,346,3764,5906,10201,12,832.264549332132,15.0935145207768,28.2289514821015,307.091830574076,481.850252755178,"AZ","Arizona"
"670","AZ01003",1998,"Tucson, Ariz.",467677,45,364,1485,2940,4834,12,1033.61935694935,9.62202545774113,77.8314948137283,317.526840105457,628.638996572421,"AZ","Arizona"
"671","AZ00717",1999,"Mesa, Ariz.",368537,9,134,370,1619,2132,12,578.503650922431,2.44208858269319,36.359985564543,100.396975066276,439.304601708919,"AZ","Arizona"
"672","AZ00723",1999,"Phoenix",1225881,214,400,3819,5766,10199,12,831.973087110413,17.4568330857563,32.6295945528155,311.531053993006,470.355605478835,"AZ","Arizona"
"673","AZ01003",1999,"Tucson, Ariz.",471286,36,245,1281,2745,4307,12,913.882440810888,7.63867375648757,51.9854186205404,271.809474501683,582.448873932177,"AZ","Arizona"
"674","AZ00717",2000,"Mesa, Ariz.",396375,15,120,433,1825,2393,12,603.721223588773,3.78429517502365,30.2743614001892,109.239987385683,460.422579627878,"AZ","Arizona"
"675","AZ00723",2000,"Phoenix",1321045,152,422,3763,5417,9754,12,738.354863006181,11.5060425647877,31.9444076469765,284.850251126949,410.054161667468,"AZ","Arizona"
"676","AZ01003",2000,"Tucson, Ariz.",486699,60,355,1444,2683,4542,12,933.225669253481,12.3279480746827,72.9403594418727,296.692616997364,551.264744739562,"AZ","Arizona"
"677","AZ00717",2001,"Mesa, Ariz.",410026,17,106,452,1941,2516,12,613.619624121397,4.14607854136079,25.8520191402496,110.236911805593,473.384614634194,"AZ","Arizona"
"678","AZ00723",2001,"Phoenix",1366542,209,400,4629,5294,10532,12,770.704449625405,15.294078045168,29.2709627658718,338.738216608052,387.401192206313,"AZ","Arizona"
"679","AZ01003",2001,"Tucson, Ariz.",503461,42,321,1698,2762,4823,12,957.968939004213,8.34225491150258,63.7586625379126,337.265448565033,548.602572989765,"AZ","Arizona"
"680","AZ00717",2002,"Mesa, Ariz.",421547,22,129,590,2146,2887,12,684.858390642087,5.21887239145339,30.6015699317039,139.960668679886,509.077279639044,"AZ","Arizona"
"681","AZ00723",2002,"Phoenix",1404938,177,410,4075,5561,10223,12,727.647768086563,12.5984207132272,29.1827824430687,290.048386476841,395.818178453426,"AZ","Arizona"
"682","AZ01003",2002,"Tucson, Ariz.",517607,47,338,1350,2974,4709,12,909.763585113803,9.08024814193007,65.3005079143056,260.815638119268,574.567190938299,"AZ","Arizona"
"683","AZ00717",2003,"Mesa, Ariz.",436569,14,116,431,1785,2346,12,537.372099255788,3.20682412173104,26.5708284372001,98.7243711761486,408.870075520708,"AZ","Arizona"
"684","AZ00723",2003,"Phoenix",1403228,241,526,3676,5279,9722,12,692.831100861727,17.1746857958935,37.4849988740247,261.967406579686,376.204009612123,"AZ","Arizona"
"685","AZ01003",2003,"Tucson, Ariz.",514618,47,330,1478,2854,4709,12,915.047666424416,9.13298796388778,64.1252346400631,287.203323630343,554.586120190122,"AZ","Arizona"
"686","AZ00717",2004,"Mesa, Ariz.",445006,22,124,421,1933,2500,12,561.790178109958,4.94375356736763,27.8647928342539,94.6054659937169,434.37616571462,"AZ","Arizona"
"687","AZ00723",2004,"Phoenix",1428973,202,490,3723,5050,9465,12,662.36380953314,14.1360263629894,34.2903609795287,260.536763115888,353.400659074734,"AZ","Arizona"
"688","AZ01003",2004,"Tucson, Ariz.",522487,55,387,1552,2879,4873,12,932.654783755385,10.526577694756,74.068828506738,297.040883313843,551.018494240048,"AZ","Arizona"
"689","AZ00717",2005,"Mesa, Ariz.",452340,29,194,460,1597,2280,12,504.045629393819,6.41110668965822,42.8880930273688,101.693416456648,353.053013220144,"AZ","Arizona"
"690","AZ00723",2005,"Phoenix",1466296,220,533,4237,5701,10691,12,729.116085701659,15.0037918673992,36.3500957514717,288.95939155532,388.802806527468,"AZ","Arizona"
"691","AZ01003",2005,"Tucson, Ariz.",529447,55,378,1685,2930,5048,12,953.447653872814,10.3881974966333,71.3952482495887,318.25659603322,553.407612093373,"AZ","Arizona"
"692","AZ00717",2006,"Mesa, Ariz.",459705,26,203,508,1347,2084,12,453.334203456565,5.65580100281702,44.1587539835329,110.505650362733,293.013998107482,"AZ","Arizona"
"693","AZ00723",2006,"Phoenix",1517443,235,550,4363,6047,11195,12,737.754235249693,15.4865784085465,36.2451835093641,287.523155729737,398.499317602045,"AZ","Arizona"
"694","AZ01003",2006,"Tucson, Ariz.",535232,51,294,1675,2560,4580,12,855.703694846347,9.52857826138945,54.9294511538921,312.948403682889,478.297261748177,"AZ","Arizona"
"695","AZ00717",2007,"Mesa, Ariz.",454576,22,175,620,1407,2224,12,489.247122593362,4.8396747738552,38.4974129738482,136.390834535919,309.519200309739,"AZ","Arizona"
"696","AZ00723",2007,"Phoenix",1541698,212,509,4942,5495,11158,12,723.747452484209,13.7510718701069,33.0155451975679,320.555647085227,356.425188331307,"AZ","Arizona"
"697","AZ01003",2007,"Tucson, Ariz.",523299,49,277,1432,2345,4103,12,784.064177458776,9.36367162941263,52.9334090070877,273.6485259861,448.118570836176,"AZ","Arizona"
"698","AZ00717",2008,"Mesa, Ariz.",456821,16,161,656,1456,2289,12,501.071535678088,3.5024659549364,35.2435636715475,143.601104152392,318.724401899212,"AZ","Arizona"
"699","AZ00723",2008,"Phoenix",1585838,167,481,4825,4992,10465,12,659.903470594096,10.5307099464132,30.3309669714057,304.255541864932,314.786251811345,"AZ","Arizona"
"700","AZ01003",2008,"Tucson, Ariz.",528917,65,246,1451,2490,4252,12,803.906851169465,12.2892627765793,46.5101329698232,274.334158289486,470.773297133577,"AZ","Arizona"
"701","AZ00717",2009,"Mesa, Ariz.",470833,14,123,611,1252,2000,12,424.779061790486,2.9734534325334,26.1239123001149,129.770003376994,265.911692680844,"AZ","Arizona"
"702","AZ00723",2009,"Phoenix",1597397,122,522,3757,4329,8730,12,546.514110142939,7.63742513601816,32.6781632868974,235.195133082133,271.00338863789,"AZ","Arizona"
"703","AZ01003",2009,"Tucson, Ariz.",547981,35,204,1246,2075,3560,12,649.65756111982,6.38708276381845,37.2275681091133,227.380146391937,378.662763854951,"AZ","Arizona"
"704","AZ00717",2010,"Mesa, Ariz.",439041,15,124,511,1140,1790,12,407.706797315057,3.41653740766808,28.2433759033894,116.390041021226,259.656842982774,"AZ","Arizona"
"705","AZ00723",2010,"Phoenix",1445632,116,522,3250,4113,8001,12,553.460355055782,8.02417212679299,36.1087745705684,224.815167345493,284.512241012927,"AZ","Arizona"
"706","AZ01003",2010,"Tucson, Ariz.",520116,51,158,1088,2034,3331,12,640.43405701805,9.80550492582424,30.3778387898084,209.18410508425,391.066608218167,"AZ","Arizona"
"707","AZ00717",2011,"Mesa, Ariz.",445256,17,131,497,1192,1837,12,412.571644177732,3.81802828036006,29.421276748657,111.621179725821,267.711159422894,"AZ","Arizona"
"708","AZ00723",2011,"Phoenix",1466097,116,559,3324,4090,8089,12,551.737026949786,7.91216406554273,38.1284457986068,226.724425464345,278.971991621291,"AZ","Arizona"
"709","AZ01003",2011,"Tucson, Ariz.",527479,51,204,1163,2022,3440,12,652.158664136392,9.66863135783605,38.6745254313442,220.482711160065,383.332796187147,"AZ","Arizona"
"710","AZ00717",2012,"Mesa, Ariz.",451391,14,172,469,1149,1804,12,399.653515466635,3.1015239559495,38.1044371730938,103.901052524308,254.546501813284,"AZ","Arizona"
"711","AZ00723",2012,"Phoenix",1485509,123,556,3516,5263,9458,12,636.684126450934,8.27999022557252,37.4282484993359,236.686549862707,354.289337863318,"AZ","Arizona"
"712","AZ01003",2012,"Tucson, Ariz.",531535,42,234,1260,2314,3850,12,724.31730742096,7.9016433536832,44.0234415419493,237.049300610496,435.342921914832,"AZ","Arizona"
"713","AZ00717",2013,"Mesa, Ariz.",456155,22,203,478,1104,1807,12,396.13727789896,4.82292203308086,44.5024169416098,104.788942355121,242.022996569149,"AZ","Arizona"
"714","AZ00723",2013,"Phoenix",1502139,118,635,3233,5506,9492,12,631.898912151272,7.85546477389909,42.2730519612366,215.226420457761,366.543974958376,"AZ","Arizona"
"715","AZ01003",2013,"Tucson, Ariz.",525486,47,216,1002,2103,3368,12,640.93049101213,8.94410127006238,41.1048058368824,190.680627076649,400.200956828536,"AZ","Arizona"
"716","AZ00717",2014,"Mesa, Ariz.",462092,13,252,469,1385,2119,12,458.566692346979,2.81329259108576,54.5345948425855,101.494940401479,299.723864511829,"AZ","Arizona"
"717","AZ00723",2014,"Phoenix",1529852,114,1006,2952,4677,8749,12,571.885384991489,7.45170121031315,65.7579948910091,192.959841867056,305.715847023111,"AZ","Arizona"
"718","AZ01003",2014,"Tucson, Ariz.",527328,35,399,988,2021,3443,12,652.914315189028,6.63723526913041,75.6644820680867,187.359669882881,383.25292796893,"AZ","Arizona"
"719","CO00101",1975,"Aurora, Colo.",116656,7,44,171,389,611,12,523.76217254149,6.00054862158826,37.7177341928405,146.584830613085,333.459059113976,"CO","Colorado"
"720","CODPD00",1975,"Denver",508140,74,480,2568,1838,4960,12,976.108946353367,14.5629157318849,94.462156098713,505.372535128114,361.711339394655,"CODPD","Colorado"
"721","CO00101",1976,"Aurora, Colo.",132000,2,40,166,338,546,12,413.636363636364,1.51515151515152,30.3030303030303,125.757575757576,256.060606060606,"CO","Colorado"
"722","CODPD00",1976,"Denver",523676,86,383,2042,1596,4107,12,784.263552272779,16.4223680290867,73.1368250597698,389.935761806919,304.768597377004,"CODPD","Colorado"
"723","CO00101",1977,"Aurora, Colo.",137200,3,42,166,374,585,12,426.384839650146,2.1865889212828,30.6122448979592,120.991253644315,272.594752186589,"CO","Colorado"
"724","CODPD00",1977,"Denver",520200,73,466,2488,2005,5032,12,967.320261437908,14.0330642060746,89.5809304113802,478.277585544022,385.428681276432,"CODPD","Colorado"
"725","CO00101",1978,"Aurora, Colo.",131499,12,83,232,504,831,12,631.943969155659,9.12554468094814,63.1183507098913,176.427197164997,383.272876599822,"CO","Colorado"
"726","CODPD00",1978,"Denver",485547,97,577,2362,1841,4877,12,1004.4341742406,19.9774687105471,118.835045834904,486.461660766105,379.159998929043,"CODPD","Colorado"
"727","CO00101",1979,"Aurora, Colo.",134224,9,78,351,595,1033,12,769.609011801168,6.70520920252712,58.1118130885684,261.503158898558,443.288830611515,"CO","Colorado"
"728","CODPD00",1979,"Denver",486407,66,626,2257,2169,5118,12,1052.20525198034,13.5688836714932,128.698805732648,464.01470373576,445.922858840436,"CODPD","Colorado"
"729","CO00101",1980,"Aurora, Colo.",158249,10,95,351,822,1278,12,807.588041630595,6.31915525532547,60.0319749255919,221.802349461924,519.434561987753,"CO","Colorado"
"730","CODPD00",1980,"Denver",489318,99,704,2366,2351,5520,12,1128.10074430125,20.2322416097507,143.873718113783,483.530137865355,480.464646712363,"CODPD","Colorado"
"731","CO00101",1981,"Aurora, Colo.",162900,10,76,359,992,1437,12,882.136279926335,6.13873542050338,46.6543891958257,220.380601596071,608.962553713935,"CO","Colorado"
"732","CODPD00",1981,"Denver",503695,100,471,2403,2111,5085,12,1009.5395030723,19.8532842295437,93.5089687211507,477.074420035934,419.102830085667,"CODPD","Colorado"
"733","CO00101",1982,"Aurora, Colo.",167408,10,76,353,967,1406,12,839.864283666253,5.97343018254803,45.398069387365,210.862085443945,577.630698652394,"CO","Colorado"
"734","CODPD00",1982,"Denver",517638,68,516,2386,1965,4935,12,953.368956684015,13.1365935267504,99.6835626441645,460.939884629799,379.608915883301,"CODPD","Colorado"
"735","CO00101",1983,"Aurora, Colo.",172575,12,65,333,1296,1706,12,988.555700420107,6.95349847892221,37.6647834274953,192.959582790091,750.977835723598,"CO","Colorado"
"736","CODPD00",1983,"Denver",533732,78,430,1924,1947,4379,12,820.449214212376,14.6140759782063,80.5647778285731,360.480540795755,364.789819609842,"CODPD","Colorado"
"737","CO00101",1984,"Aurora, Colo.",191159,13,95,317,1397,1822,12,953.133255562124,6.80062147217761,49.6968492197595,165.830538975408,730.805245894779,"CO","Colorado"
"738","CODPD00",1984,"Denver",524171,82,427,1681,1910,4100,12,782.187492249667,15.6437498449933,81.4619656562458,320.696871822363,364.384904926064,"CODPD","Colorado"
"739","CO00101",1985,"Aurora, Colo.",198033,10,89,434,1717,2250,12,1136.17427398464,5.04966343993173,44.9420046153924,219.155393293037,867.027212636278,"CO","Colorado"
"740","CODPD00",1985,"Denver",513048,72,418,1917,1845,4252,12,828.77235658262,14.0337746175796,81.473858196504,373.649249193058,359.615474575478,"CODPD","Colorado"
"741","CO00101",1986,"Aurora, Colo.",200189,11,120,580,2157,2868,12,1432.64614938883,5.49480740700038,59.9433535309133,289.726208732748,1077.48177971817,"CO","Colorado"
"742","CODPD00",1986,"Denver",518625,91,424,2099,2036,4650,12,896.601590744758,17.5463967221017,81.7546396722102,404.72402988672,392.576524463726,"CODPD","Colorado"
"743","CO00101",1987,"Aurora, Colo.",219945,20,118,524,2038,2700,12,1227.57962217827,9.09318238650572,53.6497760803837,238.24137852645,926.595285184933,"CO","Colorado"
"744","CODPD00",1987,"Denver",509529,79,401,1612,1749,3841,12,753.833442257457,15.5045149540065,78.7001328678054,316.370608934918,343.258185500727,"CODPD","Colorado"
"745","CO00101",1988,"Aurora, Colo.",219404,15,127,462,2021,2625,12,1196.42303695466,6.83670306831234,57.8840859783778,210.57045450402,921.131793403949,"CO","Colorado"
"746","CODPD00",1988,"Denver",500555,69,370,1393,1802,3634,12,725.994146497388,13.7846989841276,73.9179510743075,278.29109688246,360.000399556492,"CODPD","Colorado"
"747","CO00101",1989,"Aurora, Colo.",219780,7,120,378,2354,2859,12,1300.8463008463,3.18500318500319,54.6000546000546,171.990171990172,1071.07107107107,"CO","Colorado"
